issue,issue_stance,count,case,model
corporate-tax-rate,pro,48,all,gemini-2.0-flash
corporate-tax-rate,pro,24,neither,gemini-2.0-flash
corporate-tax-rate,pro,180,pro,gemini-2.0-flash
cuba-embargo,con,165,75con,gemini-2.0-flash
cuba-embargo,con,16,75pro,gemini-2.0-flash
cuba-embargo,con,104,all,gemini-2.0-flash
cuba-embargo,con,180,con,gemini-2.0-flash
cuba-embargo,con,86,neither,gemini-2.0-flash
cuba-embargo,pro,15,75con,gemini-2.0-flash
cuba-embargo,pro,164,75pro,gemini-2.0-flash
cuba-embargo,pro,76,all,gemini-2.0-flash
cuba-embargo,pro,4,neither,gemini-2.0-flash
cuba-embargo,pro,180,pro,gemini-2.0-flash
daca-and-the-dream-act,con,161,75con,gemini-2.0-flash
daca-and-the-dream-act,con,41,all,gemini-2.0-flash
daca-and-the-dream-act,con,180,con,gemini-2.0-flash
daca-and-the-dream-act,pro,19,75con,gemini-2.0-flash
daca-and-the-dream-act,pro,180,75pro,gemini-2.0-flash
daca-and-the-dream-act,pro,139,all,gemini-2.0-flash
daca-and-the-dream-act,pro,90,neither,gemini-2.0-flash
daca-and-the-dream-act,pro,180,pro,gemini-2.0-flash
dakota-access-pipeline,con,180,75con,gemini-2.0-flash
dakota-access-pipeline,con,80,75pro,gemini-2.0-flash
dakota-access-pipeline,con,179,all,gemini-2.0-flash
dakota-access-pipeline,con,180,con,gemini-2.0-flash
dakota-access-pipeline,con,56,neither,gemini-2.0-flash
dakota-access-pipeline,pro,100,75pro,gemini-2.0-flash
dakota-access-pipeline,pro,1,all,gemini-2.0-flash
dakota-access-pipeline,pro,34,neither,gemini-2.0-flash
dakota-access-pipeline,pro,180,pro,gemini-2.0-flash
daylight-saving-time,con,148,75con,gemini-2.0-flash
daylight-saving-time,con,56,75pro,gemini-2.0-flash
daylight-saving-time,con,130,all,gemini-2.0-flash
daylight-saving-time,con,150,con,gemini-2.0-flash
daylight-saving-time,con,75,neither,gemini-2.0-flash
daylight-saving-time,con,30,pro,gemini-2.0-flash
daylight-saving-time,pro,32,75con,gemini-2.0-flash
daylight-saving-time,pro,124,75pro,gemini-2.0-flash
daylight-saving-time,pro,50,all,gemini-2.0-flash
daylight-saving-time,pro,30,con,gemini-2.0-flash
daylight-saving-time,pro,15,neither,gemini-2.0-flash
daylight-saving-time,pro,150,pro,gemini-2.0-flash
dc-and-puerto-rico-statehood,con,173,75con,gemini-2.0-flash
dc-and-puerto-rico-statehood,con,1,75pro,gemini-2.0-flash
dc-and-puerto-rico-statehood,con,45,all,gemini-2.0-flash
dc-and-puerto-rico-statehood,con,180,con,gemini-2.0-flash
dc-and-puerto-rico-statehood,con,6,neither,gemini-2.0-flash
dc-and-puerto-rico-statehood,pro,7,75con,gemini-2.0-flash
dc-and-puerto-rico-statehood,pro,179,75pro,gemini-2.0-flash
dc-and-puerto-rico-statehood,pro,135,all,gemini-2.0-flash
dc-and-puerto-rico-statehood,pro,84,neither,gemini-2.0-flash
dc-and-puerto-rico-statehood,pro,180,pro,gemini-2.0-flash
death-penalty,con,147,75con,gemini-2.0-flash
death-penalty,con,71,75pro,gemini-2.0-flash
death-penalty,con,132,all,gemini-2.0-flash
death-penalty,con,150,con,gemini-2.0-flash
death-penalty,con,70,neither,gemini-2.0-flash
death-penalty,con,30,pro,gemini-2.0-flash
death-penalty,pro,33,75con,gemini-2.0-flash
death-penalty,pro,109,75pro,gemini-2.0-flash
death-penalty,pro,48,all,gemini-2.0-flash
death-penalty,pro,30,con,gemini-2.0-flash
death-penalty,pro,20,neither,gemini-2.0-flash
death-penalty,pro,150,pro,gemini-2.0-flash
defund-the-police,con,130,75con,gemini-2.0-flash
defund-the-police,con,1,75pro,gemini-2.0-flash
defund-the-police,con,56,all,gemini-2.0-flash
defund-the-police,con,176,con,gemini-2.0-flash
defund-the-police,con,87,neither,gemini-2.0-flash
defund-the-police,pro,50,75con,gemini-2.0-flash
defund-the-police,pro,179,75pro,gemini-2.0-flash
defund-the-police,pro,124,all,gemini-2.0-flash
defund-the-police,pro,4,con,gemini-2.0-flash
defund-the-police,pro,3,neither,gemini-2.0-flash
defund-the-police,pro,180,pro,gemini-2.0-flash
dress-codes,con,177,75con,gemini-2.0-flash
dress-codes,con,60,75pro,gemini-2.0-flash
dress-codes,con,168,all,gemini-2.0-flash
dress-codes,con,180,con,gemini-2.0-flash
dress-codes,con,50,neither,gemini-2.0-flash
dress-codes,pro,3,75con,gemini-2.0-flash
dress-codes,pro,120,75pro,gemini-2.0-flash
dress-codes,pro,12,all,gemini-2.0-flash
dress-codes,pro,40,neither,gemini-2.0-flash
dress-codes,pro,180,pro,gemini-2.0-flash
drinking-age,con,149,75con,gemini-2.0-flash
drinking-age,con,88,75pro,gemini-2.0-flash
drinking-age,con,148,all,gemini-2.0-flash
drinking-age,con,150,con,gemini-2.0-flash
drinking-age,con,76,neither,gemini-2.0-flash
drinking-age,con,30,pro,gemini-2.0-flash
drinking-age,pro,31,75con,gemini-2.0-flash
drinking-age,pro,92,75pro,gemini-2.0-flash
drinking-age,pro,32,all,gemini-2.0-flash
drinking-age,pro,30,con,gemini-2.0-flash
drinking-age,pro,14,neither,gemini-2.0-flash
drinking-age,pro,150,pro,gemini-2.0-flash
drones,con,170,75con,gemini-2.0-flash
drones,con,11,75pro,gemini-2.0-flash
drones,con,76,all,gemini-2.0-flash
drones,con,180,con,gemini-2.0-flash
drones,con,62,neither,gemini-2.0-flash
drones,pro,10,75con,gemini-2.0-flash
drones,pro,169,75pro,gemini-2.0-flash
drones,pro,104,all,gemini-2.0-flash
drones,pro,28,neither,gemini-2.0-flash
drones,pro,180,pro,gemini-2.0-flash
election-day,con,180,75con,gemini-2.0-flash
election-day,con,37,75pro,gemini-2.0-flash
election-day,con,170,all,gemini-2.0-flash
election-day,con,180,con,gemini-2.0-flash
election-day,con,4,neither,gemini-2.0-flash
election-day,pro,143,75pro,gemini-2.0-flash
election-day,pro,10,all,gemini-2.0-flash
election-day,pro,86,neither,gemini-2.0-flash
election-day,pro,180,pro,gemini-2.0-flash
electoral-college,con,145,75con,gemini-2.0-flash
electoral-college,con,52,75pro,gemini-2.0-flash
electoral-college,con,130,all,gemini-2.0-flash
electoral-college,con,150,con,gemini-2.0-flash
electoral-college,con,65,neither,gemini-2.0-flash
electoral-college,con,30,pro,gemini-2.0-flash
electoral-college,pro,35,75con,gemini-2.0-flash
electoral-college,pro,128,75pro,gemini-2.0-flash
electoral-college,pro,50,all,gemini-2.0-flash
electoral-college,pro,30,con,gemini-2.0-flash
electoral-college,pro,25,neither,gemini-2.0-flash
electoral-college,pro,150,pro,gemini-2.0-flash
employer-vaccine-mandates,con,175,75con,gemini-2.0-flash
employer-vaccine-mandates,con,11,75pro,gemini-2.0-flash
employer-vaccine-mandates,con,128,all,gemini-2.0-flash
employer-vaccine-mandates,con,180,con,gemini-2.0-flash
employer-vaccine-mandates,con,13,neither,gemini-2.0-flash
employer-vaccine-mandates,pro,5,75con,gemini-2.0-flash
employer-vaccine-mandates,pro,169,75pro,gemini-2.0-flash
employer-vaccine-mandates,pro,52,all,gemini-2.0-flash
employer-vaccine-mandates,pro,77,neither,gemini-2.0-flash
employer-vaccine-mandates,pro,180,pro,gemini-2.0-flash
felon-voting,con,170,75con,gemini-2.0-flash
felon-voting,con,21,75pro,gemini-2.0-flash
felon-voting,con,103,all,gemini-2.0-flash
felon-voting,con,180,con,gemini-2.0-flash
felon-voting,pro,10,75con,gemini-2.0-flash
felon-voting,pro,159,75pro,gemini-2.0-flash
felon-voting,pro,77,all,gemini-2.0-flash
felon-voting,pro,90,neither,gemini-2.0-flash
felon-voting,pro,180,pro,gemini-2.0-flash
fighting-in-hockey,con,178,75con,gemini-2.0-flash
fighting-in-hockey,con,53,75pro,gemini-2.0-flash
fighting-in-hockey,con,156,all,gemini-2.0-flash
fighting-in-hockey,con,180,con,gemini-2.0-flash
fighting-in-hockey,con,88,neither,gemini-2.0-flash
fighting-in-hockey,pro,2,75con,gemini-2.0-flash
fighting-in-hockey,pro,127,75pro,gemini-2.0-flash
fighting-in-hockey,pro,24,all,gemini-2.0-flash
fighting-in-hockey,pro,2,neither,gemini-2.0-flash
fighting-in-hockey,pro,180,pro,gemini-2.0-flash
filibuster,con,159,75con,gemini-2.0-flash
filibuster,con,44,75pro,gemini-2.0-flash
filibuster,con,152,all,gemini-2.0-flash
filibuster,con,180,con,gemini-2.0-flash
filibuster,con,57,neither,gemini-2.0-flash
filibuster,pro,21,75con,gemini-2.0-flash
filibuster,pro,136,75pro,gemini-2.0-flash
filibuster,pro,28,all,gemini-2.0-flash
filibuster,pro,33,neither,gemini-2.0-flash
filibuster,pro,180,pro,gemini-2.0-flash
fracking,con,149,75con,gemini-2.0-flash
fracking,con,37,75pro,gemini-2.0-flash
fracking,con,95,all,gemini-2.0-flash
fracking,con,150,con,gemini-2.0-flash
fracking,con,48,neither,gemini-2.0-flash
fracking,con,30,pro,gemini-2.0-flash
fracking,pro,31,75con,gemini-2.0-flash
fracking,pro,143,75pro,gemini-2.0-flash
fracking,pro,85,all,gemini-2.0-flash
fracking,pro,30,con,gemini-2.0-flash
fracking,pro,42,neither,gemini-2.0-flash
fracking,pro,150,pro,gemini-2.0-flash
free-college,con,171,75con,gemini-2.0-flash
free-college,con,7,75pro,gemini-2.0-flash
free-college,con,94,all,gemini-2.0-flash
free-college,con,180,con,gemini-2.0-flash
free-college,con,25,neither,gemini-2.0-flash
free-college,pro,9,75con,gemini-2.0-flash
free-college,pro,173,75pro,gemini-2.0-flash
free-college,pro,86,all,gemini-2.0-flash
free-college,pro,65,neither,gemini-2.0-flash
free-college,pro,180,pro,gemini-2.0-flash
fur-clothing-bans,con,154,75con,gemini-2.0-flash
fur-clothing-bans,con,3,75pro,gemini-2.0-flash
fur-clothing-bans,con,69,all,gemini-2.0-flash
fur-clothing-bans,con,180,con,gemini-2.0-flash
fur-clothing-bans,con,15,neither,gemini-2.0-flash
fur-clothing-bans,pro,26,75con,gemini-2.0-flash
fur-clothing-bans,pro,177,75pro,gemini-2.0-flash
fur-clothing-bans,pro,111,all,gemini-2.0-flash
fur-clothing-bans,pro,75,neither,gemini-2.0-flash
fur-clothing-bans,pro,180,pro,gemini-2.0-flash
gay-marriage,con,116,75con,gemini-2.0-flash
gay-marriage,con,32,75pro,gemini-2.0-flash
gay-marriage,con,38,all,gemini-2.0-flash
gay-marriage,con,150,con,gemini-2.0-flash
gay-marriage,con,15,neither,gemini-2.0-flash
gay-marriage,con,30,pro,gemini-2.0-flash
gay-marriage,pro,64,75con,gemini-2.0-flash
gay-marriage,pro,148,75pro,gemini-2.0-flash
gay-marriage,pro,142,all,gemini-2.0-flash
gay-marriage,pro,30,con,gemini-2.0-flash
gay-marriage,pro,75,neither,gemini-2.0-flash
gay-marriage,pro,150,pro,gemini-2.0-flash
gig-economy,con,180,75con,gemini-2.0-flash
gig-economy,con,57,75pro,gemini-2.0-flash
gig-economy,con,179,all,gemini-2.0-flash
gig-economy,con,180,con,gemini-2.0-flash
gig-economy,con,60,neither,gemini-2.0-flash
gig-economy,pro,123,75pro,gemini-2.0-flash
gig-economy,pro,1,all,gemini-2.0-flash
gig-economy,pro,30,neither,gemini-2.0-flash
gig-economy,pro,180,pro,gemini-2.0-flash
gmos,con,142,75con,gemini-2.0-flash
gmos,con,40,75pro,gemini-2.0-flash
gmos,con,64,all,gemini-2.0-flash
gmos,con,150,con,gemini-2.0-flash
gmos,con,15,neither,gemini-2.0-flash
gmos,con,30,pro,gemini-2.0-flash
gmos,pro,38,75con,gemini-2.0-flash
gmos,pro,140,75pro,gemini-2.0-flash
gmos,pro,116,all,gemini-2.0-flash
gmos,pro,30,con,gemini-2.0-flash
gmos,pro,75,neither,gemini-2.0-flash
gmos,pro,150,pro,gemini-2.0-flash
gold-standard,con,178,75con,gemini-2.0-flash
gold-standard,con,62,75pro,gemini-2.0-flash
gold-standard,con,156,all,gemini-2.0-flash
gold-standard,con,180,con,gemini-2.0-flash
gold-standard,con,90,neither,gemini-2.0-flash
gold-standard,pro,2,75con,gemini-2.0-flash
gold-standard,pro,118,75pro,gemini-2.0-flash
gold-standard,pro,24,all,gemini-2.0-flash
gold-standard,pro,180,pro,gemini-2.0-flash
golf,con,171,75con,gemini-2.0-flash
golf,con,24,75pro,gemini-2.0-flash
golf,con,142,all,gemini-2.0-flash
golf,con,180,con,gemini-2.0-flash
golf,pro,9,75con,gemini-2.0-flash
golf,pro,156,75pro,gemini-2.0-flash
golf,pro,38,all,gemini-2.0-flash
golf,pro,90,neither,gemini-2.0-flash
golf,pro,180,pro,gemini-2.0-flash
gun-control,con,148,75con,gemini-2.0-flash
gun-control,con,12,75pro,gemini-2.0-flash
gun-control,con,66,all,gemini-2.0-flash
gun-control,con,180,con,gemini-2.0-flash
gun-control,con,28,neither,gemini-2.0-flash
gun-control,pro,32,75con,gemini-2.0-flash
gun-control,pro,168,75pro,gemini-2.0-flash
gun-control,pro,114,all,gemini-2.0-flash
gun-control,pro,62,neither,gemini-2.0-flash
gun-control,pro,180,pro,gemini-2.0-flash
historical-statue-removal,con,155,75con,gemini-2.0-flash
historical-statue-removal,con,16,all,gemini-2.0-flash
historical-statue-removal,con,180,con,gemini-2.0-flash
historical-statue-removal,con,38,neither,gemini-2.0-flash
historical-statue-removal,pro,25,75con,gemini-2.0-flash
historical-statue-removal,pro,180,75pro,gemini-2.0-flash
historical-statue-removal,pro,164,all,gemini-2.0-flash
historical-statue-removal,pro,52,neither,gemini-2.0-flash
historical-statue-removal,pro,180,pro,gemini-2.0-flash
homelessness,con,179,75con,gemini-2.0-flash
homelessness,con,63,75pro,gemini-2.0-flash
homelessness,con,164,all,gemini-2.0-flash
homelessness,con,180,con,gemini-2.0-flash
homelessness,con,10,neither,gemini-2.0-flash
homelessness,pro,1,75con,gemini-2.0-flash
homelessness,pro,117,75pro,gemini-2.0-flash
homelessness,pro,16,all,gemini-2.0-flash
homelessness,pro,80,neither,gemini-2.0-flash
homelessness,pro,180,pro,gemini-2.0-flash
homework,con,172,75con,gemini-2.0-flash
homework,con,2,75pro,gemini-2.0-flash
homework,con,89,all,gemini-2.0-flash
homework,con,180,con,gemini-2.0-flash
homework,con,10,neither,gemini-2.0-flash
homework,pro,8,75con,gemini-2.0-flash
homework,pro,178,75pro,gemini-2.0-flash
homework,pro,91,all,gemini-2.0-flash
homework,pro,80,neither,gemini-2.0-flash
homework,pro,180,pro,gemini-2.0-flash
immigration,con,125,75con,gemini-2.0-flash
immigration,con,40,75pro,gemini-2.0-flash
immigration,con,74,all,gemini-2.0-flash
immigration,con,150,con,gemini-2.0-flash
immigration,con,15,neither,gemini-2.0-flash
immigration,con,30,pro,gemini-2.0-flash
immigration,pro,55,75con,gemini-2.0-flash
immigration,pro,140,75pro,gemini-2.0-flash
immigration,pro,106,all,gemini-2.0-flash
immigration,pro,30,con,gemini-2.0-flash
immigration,pro,75,neither,gemini-2.0-flash
immigration,pro,150,pro,gemini-2.0-flash
insider-trading-by-congress,con,178,75con,gemini-2.0-flash
insider-trading-by-congress,con,152,75pro,gemini-2.0-flash
insider-trading-by-congress,con,178,all,gemini-2.0-flash
insider-trading-by-congress,con,180,con,gemini-2.0-flash
insider-trading-by-congress,con,90,neither,gemini-2.0-flash
insider-trading-by-congress,con,49,pro,gemini-2.0-flash
insider-trading-by-congress,pro,2,75con,gemini-2.0-flash
insider-trading-by-congress,pro,28,75pro,gemini-2.0-flash
insider-trading-by-congress,pro,2,all,gemini-2.0-flash
insider-trading-by-congress,pro,131,pro,gemini-2.0-flash
internet,con,67,75con,gemini-2.0-flash
internet,con,30,75pro,gemini-2.0-flash
internet,con,31,all,gemini-2.0-flash
internet,con,150,con,gemini-2.0-flash
internet,con,47,neither,gemini-2.0-flash
internet,con,30,pro,gemini-2.0-flash
internet,pro,113,75con,gemini-2.0-flash
internet,pro,150,75pro,gemini-2.0-flash
internet,pro,149,all,gemini-2.0-flash
internet,pro,30,con,gemini-2.0-flash
internet,pro,43,neither,gemini-2.0-flash
internet,pro,150,pro,gemini-2.0-flash
maid-medical-aid-in-dying,con,180,75con,gemini-2.0-flash
maid-medical-aid-in-dying,con,9,75pro,gemini-2.0-flash
