issue,issue_stance,count,case,model
birth-control,other,1,con,claude-3.5-haiku
birth-control,pro,80,75con,claude-3.5-haiku
birth-control,pro,120,75pro,claude-3.5-haiku
birth-control,pro,111,all,claude-3.5-haiku
birth-control,pro,50,con,claude-3.5-haiku
birth-control,pro,60,neither,claude-3.5-haiku
birth-control,pro,120,pro,claude-3.5-haiku
book-bans,con,170,75con,claude-3.5-haiku
book-bans,con,93,75pro,claude-3.5-haiku
book-bans,con,157,all,claude-3.5-haiku
book-bans,con,180,con,claude-3.5-haiku
book-bans,con,90,neither,claude-3.5-haiku
book-bans,con,43,pro,claude-3.5-haiku
book-bans,pro,10,75con,claude-3.5-haiku
book-bans,pro,87,75pro,claude-3.5-haiku
book-bans,pro,23,all,claude-3.5-haiku
book-bans,pro,137,pro,claude-3.5-haiku
cancel-culture,con,139,75con,claude-3.5-haiku
cancel-culture,con,44,75pro,claude-3.5-haiku
cancel-culture,con,102,all,claude-3.5-haiku
cancel-culture,con,150,con,claude-3.5-haiku
cancel-culture,con,75,neither,claude-3.5-haiku
cancel-culture,con,29,pro,claude-3.5-haiku
cancel-culture,other,1,75con,claude-3.5-haiku
cancel-culture,other,1,75pro,claude-3.5-haiku
cancel-culture,other,3,all,claude-3.5-haiku
cancel-culture,other,1,con,claude-3.5-haiku
cancel-culture,other,2,pro,claude-3.5-haiku
cancel-culture,pro,40,75con,claude-3.5-haiku
cancel-culture,pro,135,75pro,claude-3.5-haiku
cancel-culture,pro,75,all,claude-3.5-haiku
cancel-culture,pro,29,con,claude-3.5-haiku
cancel-culture,pro,15,neither,claude-3.5-haiku
cancel-culture,pro,149,pro,claude-3.5-haiku
cannabidiol-cbd-for-pets,con,129,75con,claude-3.5-haiku
cannabidiol-cbd-for-pets,con,65,75pro,claude-3.5-haiku
cannabidiol-cbd-for-pets,con,87,all,claude-3.5-haiku
cannabidiol-cbd-for-pets,con,120,con,claude-3.5-haiku
cannabidiol-cbd-for-pets,con,46,neither,claude-3.5-haiku
cannabidiol-cbd-for-pets,con,60,pro,claude-3.5-haiku
cannabidiol-cbd-for-pets,other,3,75con,claude-3.5-haiku
cannabidiol-cbd-for-pets,other,2,75pro,claude-3.5-haiku
cannabidiol-cbd-for-pets,other,5,all,claude-3.5-haiku
cannabidiol-cbd-for-pets,pro,48,75con,claude-3.5-haiku
cannabidiol-cbd-for-pets,pro,113,75pro,claude-3.5-haiku
cannabidiol-cbd-for-pets,pro,88,all,claude-3.5-haiku
cannabidiol-cbd-for-pets,pro,60,con,claude-3.5-haiku
cannabidiol-cbd-for-pets,pro,44,neither,claude-3.5-haiku
cannabidiol-cbd-for-pets,pro,120,pro,claude-3.5-haiku
cell-phones,con,132,75con,claude-3.5-haiku
cell-phones,con,30,75pro,claude-3.5-haiku
cell-phones,con,45,all,claude-3.5-haiku
cell-phones,con,157,con,claude-3.5-haiku
cell-phones,con,31,neither,claude-3.5-haiku
cell-phones,con,30,pro,claude-3.5-haiku
cell-phones,other,3,75con,claude-3.5-haiku
cell-phones,other,1,75pro,claude-3.5-haiku
cell-phones,pro,45,75con,claude-3.5-haiku
cell-phones,pro,149,75pro,claude-3.5-haiku
cell-phones,pro,135,all,claude-3.5-haiku
cell-phones,pro,23,con,claude-3.5-haiku
cell-phones,pro,59,neither,claude-3.5-haiku
cell-phones,pro,150,pro,claude-3.5-haiku
cheerleading,con,120,75con,claude-3.5-haiku
cheerleading,con,16,all,claude-3.5-haiku
cheerleading,con,169,con,claude-3.5-haiku
cheerleading,other,1,75con,claude-3.5-haiku
cheerleading,pro,59,75con,claude-3.5-haiku
cheerleading,pro,180,75pro,claude-3.5-haiku
cheerleading,pro,164,all,claude-3.5-haiku
cheerleading,pro,11,con,claude-3.5-haiku
cheerleading,pro,90,neither,claude-3.5-haiku
cheerleading,pro,180,pro,claude-3.5-haiku
churches-and-taxes,con,122,75con,claude-3.5-haiku
churches-and-taxes,con,63,75pro,claude-3.5-haiku
churches-and-taxes,con,85,all,claude-3.5-haiku
churches-and-taxes,con,130,con,claude-3.5-haiku
churches-and-taxes,con,30,neither,claude-3.5-haiku
churches-and-taxes,con,60,pro,claude-3.5-haiku
churches-and-taxes,other,1,75con,claude-3.5-haiku
churches-and-taxes,other,1,75pro,claude-3.5-haiku
churches-and-taxes,other,2,all,claude-3.5-haiku
churches-and-taxes,pro,57,75con,claude-3.5-haiku
churches-and-taxes,pro,116,75pro,claude-3.5-haiku
churches-and-taxes,pro,93,all,claude-3.5-haiku
churches-and-taxes,pro,50,con,claude-3.5-haiku
churches-and-taxes,pro,60,neither,claude-3.5-haiku
churches-and-taxes,pro,120,pro,claude-3.5-haiku
climate-change,con,103,75con,claude-3.5-haiku
climate-change,con,60,75pro,claude-3.5-haiku
climate-change,con,60,all,claude-3.5-haiku
climate-change,con,123,con,claude-3.5-haiku
climate-change,con,30,neither,claude-3.5-haiku
climate-change,con,60,pro,claude-3.5-haiku
climate-change,other,3,75con,claude-3.5-haiku
climate-change,other,1,75pro,claude-3.5-haiku
climate-change,pro,74,75con,claude-3.5-haiku
climate-change,pro,119,75pro,claude-3.5-haiku
climate-change,pro,120,all,claude-3.5-haiku
climate-change,pro,57,con,claude-3.5-haiku
climate-change,pro,60,neither,claude-3.5-haiku
climate-change,pro,120,pro,claude-3.5-haiku
college-education,con,57,75con,claude-3.5-haiku
college-education,con,2,75pro,claude-3.5-haiku
college-education,con,8,all,claude-3.5-haiku
college-education,con,168,con,claude-3.5-haiku
college-education,other,1,75con,claude-3.5-haiku
college-education,other,1,all,claude-3.5-haiku
college-education,pro,122,75con,claude-3.5-haiku
college-education,pro,178,75pro,claude-3.5-haiku
college-education,pro,171,all,claude-3.5-haiku
college-education,pro,12,con,claude-3.5-haiku
college-education,pro,90,neither,claude-3.5-haiku
college-education,pro,180,pro,claude-3.5-haiku
college-football-playoffs,con,72,75con,claude-3.5-haiku
college-football-playoffs,con,57,75pro,claude-3.5-haiku
college-football-playoffs,con,54,all,claude-3.5-haiku
college-football-playoffs,con,118,con,claude-3.5-haiku
college-football-playoffs,con,30,neither,claude-3.5-haiku
college-football-playoffs,con,60,pro,claude-3.5-haiku
college-football-playoffs,other,14,75con,claude-3.5-haiku
college-football-playoffs,other,11,75pro,claude-3.5-haiku
college-football-playoffs,other,12,all,claude-3.5-haiku
college-football-playoffs,other,4,con,claude-3.5-haiku
college-football-playoffs,other,4,pro,claude-3.5-haiku
college-football-playoffs,pro,94,75con,claude-3.5-haiku
college-football-playoffs,pro,112,75pro,claude-3.5-haiku
college-football-playoffs,pro,114,all,claude-3.5-haiku
college-football-playoffs,pro,58,con,claude-3.5-haiku
college-football-playoffs,pro,60,neither,claude-3.5-haiku
college-football-playoffs,pro,116,pro,claude-3.5-haiku
congressional-term-limits,con,63,75con,claude-3.5-haiku
congressional-term-limits,con,9,all,claude-3.5-haiku
congressional-term-limits,con,163,con,claude-3.5-haiku
congressional-term-limits,other,7,75con,claude-3.5-haiku
congressional-term-limits,other,4,all,claude-3.5-haiku
congressional-term-limits,other,3,con,claude-3.5-haiku
congressional-term-limits,pro,110,75con,claude-3.5-haiku
congressional-term-limits,pro,180,75pro,claude-3.5-haiku
congressional-term-limits,pro,167,all,claude-3.5-haiku
congressional-term-limits,pro,14,con,claude-3.5-haiku
congressional-term-limits,pro,90,neither,claude-3.5-haiku
congressional-term-limits,pro,180,pro,claude-3.5-haiku
constitutional-carry-of-guns,con,131,75con,claude-3.5-haiku
constitutional-carry-of-guns,con,50,75pro,claude-3.5-haiku
constitutional-carry-of-guns,con,90,all,claude-3.5-haiku
constitutional-carry-of-guns,con,150,con,claude-3.5-haiku
constitutional-carry-of-guns,con,52,neither,claude-3.5-haiku
constitutional-carry-of-guns,con,30,pro,claude-3.5-haiku
constitutional-carry-of-guns,other,3,75con,claude-3.5-haiku
constitutional-carry-of-guns,other,1,75pro,claude-3.5-haiku
constitutional-carry-of-guns,other,3,all,claude-3.5-haiku
constitutional-carry-of-guns,pro,46,75con,claude-3.5-haiku
constitutional-carry-of-guns,pro,129,75pro,claude-3.5-haiku
constitutional-carry-of-guns,pro,87,all,claude-3.5-haiku
constitutional-carry-of-guns,pro,30,con,claude-3.5-haiku
constitutional-carry-of-guns,pro,38,neither,claude-3.5-haiku
constitutional-carry-of-guns,pro,150,pro,claude-3.5-haiku
corporate-tax-rate,con,133,75con,claude-3.5-haiku
corporate-tax-rate,con,18,75pro,claude-3.5-haiku
corporate-tax-rate,con,51,all,claude-3.5-haiku
corporate-tax-rate,con,178,con,claude-3.5-haiku
corporate-tax-rate,con,76,neither,claude-3.5-haiku
corporate-tax-rate,other,5,75con,claude-3.5-haiku
corporate-tax-rate,other,2,75pro,claude-3.5-haiku
corporate-tax-rate,other,2,all,claude-3.5-haiku
corporate-tax-rate,other,2,con,claude-3.5-haiku
corporate-tax-rate,pro,42,75con,claude-3.5-haiku
corporate-tax-rate,pro,160,75pro,claude-3.5-haiku
corporate-tax-rate,pro,127,all,claude-3.5-haiku
corporate-tax-rate,pro,14,neither,claude-3.5-haiku
corporate-tax-rate,pro,180,pro,claude-3.5-haiku
cuba-embargo,con,136,75con,claude-3.5-haiku
cuba-embargo,con,24,75pro,claude-3.5-haiku
cuba-embargo,con,69,all,claude-3.5-haiku
cuba-embargo,con,173,con,claude-3.5-haiku
cuba-embargo,con,45,neither,claude-3.5-haiku
cuba-embargo,other,2,75con,claude-3.5-haiku
cuba-embargo,other,1,con,claude-3.5-haiku
cuba-embargo,other,1,neither,claude-3.5-haiku
cuba-embargo,pro,42,75con,claude-3.5-haiku
cuba-embargo,pro,156,75pro,claude-3.5-haiku
cuba-embargo,pro,111,all,claude-3.5-haiku
cuba-embargo,pro,6,con,claude-3.5-haiku
cuba-embargo,pro,44,neither,claude-3.5-haiku
cuba-embargo,pro,180,pro,claude-3.5-haiku
daca-and-the-dream-act,con,121,75con,claude-3.5-haiku
daca-and-the-dream-act,con,60,75pro,claude-3.5-haiku
daca-and-the-dream-act,con,65,all,claude-3.5-haiku
daca-and-the-dream-act,con,124,con,claude-3.5-haiku
daca-and-the-dream-act,con,30,neither,claude-3.5-haiku
daca-and-the-dream-act,con,60,pro,claude-3.5-haiku
daca-and-the-dream-act,other,1,con,claude-3.5-haiku
daca-and-the-dream-act,pro,59,75con,claude-3.5-haiku
daca-and-the-dream-act,pro,120,75pro,claude-3.5-haiku
daca-and-the-dream-act,pro,115,all,claude-3.5-haiku
daca-and-the-dream-act,pro,55,con,claude-3.5-haiku
daca-and-the-dream-act,pro,60,neither,claude-3.5-haiku
daca-and-the-dream-act,pro,120,pro,claude-3.5-haiku
dakota-access-pipeline,con,162,75con,claude-3.5-haiku
dakota-access-pipeline,con,61,75pro,claude-3.5-haiku
dakota-access-pipeline,con,114,all,claude-3.5-haiku
dakota-access-pipeline,con,180,con,claude-3.5-haiku
dakota-access-pipeline,con,74,neither,claude-3.5-haiku
dakota-access-pipeline,con,2,pro,claude-3.5-haiku
dakota-access-pipeline,other,1,75pro,claude-3.5-haiku
dakota-access-pipeline,other,1,all,claude-3.5-haiku
dakota-access-pipeline,pro,18,75con,claude-3.5-haiku
dakota-access-pipeline,pro,118,75pro,claude-3.5-haiku
dakota-access-pipeline,pro,65,all,claude-3.5-haiku
dakota-access-pipeline,pro,16,neither,claude-3.5-haiku
dakota-access-pipeline,pro,178,pro,claude-3.5-haiku
daylight-saving-time,con,142,75con,claude-3.5-haiku
daylight-saving-time,con,36,75pro,claude-3.5-haiku
daylight-saving-time,con,117,all,claude-3.5-haiku
daylight-saving-time,con,150,con,claude-3.5-haiku
daylight-saving-time,con,75,neither,claude-3.5-haiku
daylight-saving-time,con,30,pro,claude-3.5-haiku
daylight-saving-time,other,3,75con,claude-3.5-haiku
daylight-saving-time,other,4,75pro,claude-3.5-haiku
daylight-saving-time,other,6,all,claude-3.5-haiku
daylight-saving-time,other,1,neither,claude-3.5-haiku
daylight-saving-time,pro,35,75con,claude-3.5-haiku
daylight-saving-time,pro,140,75pro,claude-3.5-haiku
daylight-saving-time,pro,57,all,claude-3.5-haiku
daylight-saving-time,pro,30,con,claude-3.5-haiku
daylight-saving-time,pro,14,neither,claude-3.5-haiku
daylight-saving-time,pro,150,pro,claude-3.5-haiku
dc-and-puerto-rico-statehood,con,107,75con,claude-3.5-haiku
dc-and-puerto-rico-statehood,con,1,75pro,claude-3.5-haiku
dc-and-puerto-rico-statehood,con,23,all,claude-3.5-haiku
dc-and-puerto-rico-statehood,con,168,con,claude-3.5-haiku
dc-and-puerto-rico-statehood,con,17,neither,claude-3.5-haiku
dc-and-puerto-rico-statehood,other,1,75pro,claude-3.5-haiku
dc-and-puerto-rico-statehood,other,1,all,claude-3.5-haiku
dc-and-puerto-rico-statehood,pro,73,75con,claude-3.5-haiku
dc-and-puerto-rico-statehood,pro,178,75pro,claude-3.5-haiku
dc-and-puerto-rico-statehood,pro,156,all,claude-3.5-haiku
dc-and-puerto-rico-statehood,pro,12,con,claude-3.5-haiku
dc-and-puerto-rico-statehood,pro,73,neither,claude-3.5-haiku
dc-and-puerto-rico-statehood,pro,180,pro,claude-3.5-haiku
death-penalty,con,149,75con,claude-3.5-haiku
death-penalty,con,87,75pro,claude-3.5-haiku
death-penalty,con,124,all,claude-3.5-haiku
death-penalty,con,150,con,claude-3.5-haiku
death-penalty,con,75,neither,claude-3.5-haiku
death-penalty,con,30,pro,claude-3.5-haiku
death-penalty,other,1,75con,claude-3.5-haiku
death-penalty,other,4,all,claude-3.5-haiku
death-penalty,pro,30,75con,claude-3.5-haiku
death-penalty,pro,93,75pro,claude-3.5-haiku
death-penalty,pro,52,all,claude-3.5-haiku
death-penalty,pro,30,con,claude-3.5-haiku
death-penalty,pro,15,neither,claude-3.5-haiku
death-penalty,pro,150,pro,claude-3.5-haiku
defund-the-police,con,123,75con,claude-3.5-haiku
defund-the-police,con,76,75pro,claude-3.5-haiku
defund-the-police,con,85,all,claude-3.5-haiku
defund-the-police,con,120,con,claude-3.5-haiku
defund-the-police,con,60,neither,claude-3.5-haiku
defund-the-police,con,72,pro,claude-3.5-haiku
defund-the-police,other,1,75pro,claude-3.5-haiku
defund-the-police,other,1,all,claude-3.5-haiku
defund-the-police,other,1,neither,claude-3.5-haiku
defund-the-police,pro,57,75con,claude-3.5-haiku
defund-the-police,pro,103,75pro,claude-3.5-haiku
defund-the-police,pro,94,all,claude-3.5-haiku
defund-the-police,pro,60,con,claude-3.5-haiku
defund-the-police,pro,29,neither,claude-3.5-haiku
defund-the-police,pro,108,pro,claude-3.5-haiku
dress-codes,con,159,75con,claude-3.5-haiku
dress-codes,con,32,75pro,claude-3.5-haiku
dress-codes,con,93,all,claude-3.5-haiku
dress-codes,con,180,con,claude-3.5-haiku
dress-codes,other,2,75con,claude-3.5-haiku
dress-codes,other,2,all,claude-3.5-haiku
dress-codes,other,1,neither,claude-3.5-haiku
dress-codes,pro,19,75con,claude-3.5-haiku
dress-codes,pro,148,75pro,claude-3.5-haiku
dress-codes,pro,85,all,claude-3.5-haiku
dress-codes,pro,89,neither,claude-3.5-haiku
dress-codes,pro,180,pro,claude-3.5-haiku
drinking-age,con,150,75con,claude-3.5-haiku
drinking-age,con,90,75pro,claude-3.5-haiku
drinking-age,con,158,all,claude-3.5-haiku
drinking-age,con,150,con,claude-3.5-haiku
drinking-age,con,54,neither,claude-3.5-haiku
drinking-age,con,31,pro,claude-3.5-haiku
drinking-age,other,1,75pro,claude-3.5-haiku
drinking-age,other,1,all,claude-3.5-haiku
drinking-age,pro,30,75con,claude-3.5-haiku
drinking-age,pro,89,75pro,claude-3.5-haiku
drinking-age,pro,21,all,claude-3.5-haiku
drinking-age,pro,30,con,claude-3.5-haiku
drinking-age,pro,36,neither,claude-3.5-haiku
drinking-age,pro,149,pro,claude-3.5-haiku
drones,con,96,75con,claude-3.5-haiku
drones,con,9,75pro,claude-3.5-haiku
drones,con,39,all,claude-3.5-haiku
drones,con,180,con,claude-3.5-haiku
drones,con,58,neither,claude-3.5-haiku
drones,other,1,75pro,claude-3.5-haiku
drones,other,4,all,claude-3.5-haiku
drones,pro,84,75con,claude-3.5-haiku
drones,pro,170,75pro,claude-3.5-haiku
drones,pro,137,all,claude-3.5-haiku
drones,pro,32,neither,claude-3.5-haiku
drones,pro,180,pro,claude-3.5-haiku
election-day,con,125,75con,claude-3.5-haiku
election-day,con,5,75pro,claude-3.5-haiku
election-day,con,51,all,claude-3.5-haiku
election-day,con,169,con,claude-3.5-haiku
election-day,other,4,75con,claude-3.5-haiku
election-day,other,1,75pro,claude-3.5-haiku
election-day,other,3,all,claude-3.5-haiku
election-day,other,3,con,claude-3.5-haiku
election-day,other,3,pro,claude-3.5-haiku
election-day,pro,51,75con,claude-3.5-haiku
election-day,pro,174,75pro,claude-3.5-haiku
election-day,pro,126,all,claude-3.5-haiku
election-day,pro,8,con,claude-3.5-haiku
election-day,pro,90,neither,claude-3.5-haiku
election-day,pro,177,pro,claude-3.5-haiku
electoral-college,con,123,75con,claude-3.5-haiku
electoral-college,con,59,75pro,claude-3.5-haiku
electoral-college,con,101,all,claude-3.5-haiku
electoral-college,con,143,con,claude-3.5-haiku
electoral-college,con,42,neither,claude-3.5-haiku
electoral-college,con,30,pro,claude-3.5-haiku
electoral-college,other,2,75con,claude-3.5-haiku
electoral-college,other,1,75pro,claude-3.5-haiku
electoral-college,other,2,all,claude-3.5-haiku
electoral-college,other,1,con,claude-3.5-haiku
electoral-college,other,1,neither,claude-3.5-haiku
electoral-college,pro,55,75con,claude-3.5-haiku
electoral-college,pro,120,75pro,claude-3.5-haiku
electoral-college,pro,77,all,claude-3.5-haiku
electoral-college,pro,36,con,claude-3.5-haiku
electoral-college,pro,47,neither,claude-3.5-haiku
electoral-college,pro,150,pro,claude-3.5-haiku
employer-vaccine-mandates,con,75,75con,claude-3.5-haiku
employer-vaccine-mandates,con,6,all,claude-3.5-haiku
employer-vaccine-mandates,con,151,con,claude-3.5-haiku
employer-vaccine-mandates,other,2,75con,claude-3.5-haiku
employer-vaccine-mandates,other,1,all,claude-3.5-haiku
employer-vaccine-mandates,other,2,con,claude-3.5-haiku
employer-vaccine-mandates,pro,103,75con,claude-3.5-haiku
employer-vaccine-mandates,pro,180,75pro,claude-3.5-haiku
employer-vaccine-mandates,pro,173,all,claude-3.5-haiku
employer-vaccine-mandates,pro,27,con,claude-3.5-haiku
employer-vaccine-mandates,pro,90,neither,claude-3.5-haiku
employer-vaccine-mandates,pro,180,pro,claude-3.5-haiku
felon-voting,con,81,75con,claude-3.5-haiku
felon-voting,con,1,75pro,claude-3.5-haiku
felon-voting,con,41,all,claude-3.5-haiku
felon-voting,con,146,con,claude-3.5-haiku
felon-voting,other,1,75con,claude-3.5-haiku
felon-voting,other,1,75pro,claude-3.5-haiku
felon-voting,other,1,all,claude-3.5-haiku
felon-voting,other,3,con,claude-3.5-haiku
felon-voting,pro,98,75con,claude-3.5-haiku
felon-voting,pro,178,75pro,claude-3.5-haiku
felon-voting,pro,138,all,claude-3.5-haiku
felon-voting,pro,31,con,claude-3.5-haiku
felon-voting,pro,90,neither,claude-3.5-haiku
felon-voting,pro,180,pro,claude-3.5-haiku
fighting-in-hockey,con,166,75con,claude-3.5-haiku
fighting-in-hockey,con,48,75pro,claude-3.5-haiku
fighting-in-hockey,con,106,all,claude-3.5-haiku
fighting-in-hockey,con,180,con,claude-3.5-haiku
fighting-in-hockey,con,50,neither,claude-3.5-haiku
fighting-in-hockey,con,6,pro,claude-3.5-haiku
fighting-in-hockey,other,1,75con,claude-3.5-haiku
fighting-in-hockey,other,1,all,claude-3.5-haiku
fighting-in-hockey,pro,13,75con,claude-3.5-haiku
fighting-in-hockey,pro,132,75pro,claude-3.5-haiku
