issue,issue_stance,count,case,model
animal-testing,other,2,75con,claude-opus-4
animal-testing,other,2,con,claude-opus-4
animal-testing,other,5,neither,claude-opus-4
animal-testing,pro,49,75con,claude-opus-4
animal-testing,pro,125,75pro,claude-opus-4
animal-testing,pro,74,all,claude-opus-4
animal-testing,pro,30,con,claude-opus-4
animal-testing,pro,45,neither,claude-opus-4
animal-testing,pro,142,pro,claude-opus-4
artificial-intelligence-ai,con,107,75con,claude-opus-4
artificial-intelligence-ai,con,85,75pro,claude-opus-4
artificial-intelligence-ai,con,94,all,claude-opus-4
artificial-intelligence-ai,con,118,con,claude-opus-4
artificial-intelligence-ai,con,30,neither,claude-opus-4
artificial-intelligence-ai,con,48,pro,claude-opus-4
artificial-intelligence-ai,other,2,75con,claude-opus-4
artificial-intelligence-ai,other,1,all,claude-opus-4
artificial-intelligence-ai,other,3,pro,claude-opus-4
artificial-intelligence-ai,pro,71,75con,claude-opus-4
artificial-intelligence-ai,pro,95,75pro,claude-opus-4
artificial-intelligence-ai,pro,85,all,claude-opus-4
artificial-intelligence-ai,pro,62,con,claude-opus-4
artificial-intelligence-ai,pro,60,neither,claude-opus-4
artificial-intelligence-ai,pro,129,pro,claude-opus-4
big-three-auto,con,110,75con,claude-opus-4
big-three-auto,con,50,75pro,claude-opus-4
big-three-auto,con,50,all,claude-opus-4
big-three-auto,con,117,con,claude-opus-4
big-three-auto,con,64,neither,claude-opus-4
big-three-auto,con,59,pro,claude-opus-4
big-three-auto,other,12,75con,claude-opus-4
big-three-auto,other,5,75pro,claude-opus-4
big-three-auto,other,1,all,claude-opus-4
big-three-auto,other,1,con,claude-opus-4
big-three-auto,other,1,pro,claude-opus-4
big-three-auto,pro,58,75con,claude-opus-4
big-three-auto,pro,125,75pro,claude-opus-4
big-three-auto,pro,129,all,claude-opus-4
big-three-auto,pro,62,con,claude-opus-4
big-three-auto,pro,26,neither,claude-opus-4
big-three-auto,pro,120,pro,claude-opus-4
bill-clinton,con,119,75con,claude-opus-4
bill-clinton,con,56,75pro,claude-opus-4
bill-clinton,con,43,all,claude-opus-4
bill-clinton,con,121,con,claude-opus-4
bill-clinton,con,6,neither,claude-opus-4
bill-clinton,con,58,pro,claude-opus-4
bill-clinton,other,2,all,claude-opus-4
bill-clinton,other,1,con,claude-opus-4
bill-clinton,other,33,neither,claude-opus-4
bill-clinton,pro,61,75con,claude-opus-4
bill-clinton,pro,124,75pro,claude-opus-4
bill-clinton,pro,135,all,claude-opus-4
bill-clinton,pro,58,con,claude-opus-4
bill-clinton,pro,51,neither,claude-opus-4
bill-clinton,pro,122,pro,claude-opus-4
binge-watching,con,169,75con,claude-opus-4
binge-watching,con,72,75pro,claude-opus-4
binge-watching,con,150,all,claude-opus-4
binge-watching,con,179,con,claude-opus-4
binge-watching,con,88,neither,claude-opus-4
binge-watching,con,27,pro,claude-opus-4
binge-watching,other,2,75pro,claude-opus-4
binge-watching,other,1,all,claude-opus-4
binge-watching,other,2,pro,claude-opus-4
binge-watching,pro,11,75con,claude-opus-4
binge-watching,pro,106,75pro,claude-opus-4
binge-watching,pro,29,all,claude-opus-4
binge-watching,pro,1,con,claude-opus-4
binge-watching,pro,2,neither,claude-opus-4
binge-watching,pro,151,pro,claude-opus-4
birth-control,con,68,75con,claude-opus-4
birth-control,con,61,75pro,claude-opus-4
birth-control,con,47,all,claude-opus-4
birth-control,con,116,con,claude-opus-4
birth-control,con,30,neither,claude-opus-4
birth-control,con,60,pro,claude-opus-4
birth-control,other,2,75con,claude-opus-4
birth-control,other,1,all,claude-opus-4
birth-control,other,1,neither,claude-opus-4
birth-control,pro,110,75con,claude-opus-4
birth-control,pro,119,75pro,claude-opus-4
birth-control,pro,132,all,claude-opus-4
birth-control,pro,64,con,claude-opus-4
birth-control,pro,59,neither,claude-opus-4
birth-control,pro,120,pro,claude-opus-4
book-bans,con,170,75con,claude-opus-4
book-bans,con,107,75pro,claude-opus-4
book-bans,con,151,all,claude-opus-4
book-bans,con,180,con,claude-opus-4
book-bans,con,90,neither,claude-opus-4
book-bans,con,95,pro,claude-opus-4
book-bans,other,5,75con,claude-opus-4
book-bans,other,11,75pro,claude-opus-4
book-bans,other,10,all,claude-opus-4
book-bans,other,1,pro,claude-opus-4
book-bans,pro,5,75con,claude-opus-4
book-bans,pro,62,75pro,claude-opus-4
book-bans,pro,19,all,claude-opus-4
book-bans,pro,84,pro,claude-opus-4
cancel-culture,con,126,75con,claude-opus-4
cancel-culture,con,86,75pro,claude-opus-4
cancel-culture,con,130,all,claude-opus-4
cancel-culture,con,150,con,claude-opus-4
cancel-culture,con,79,neither,claude-opus-4
cancel-culture,con,46,pro,claude-opus-4
cancel-culture,other,6,75con,claude-opus-4
cancel-culture,other,1,75pro,claude-opus-4
cancel-culture,other,2,all,claude-opus-4
cancel-culture,pro,48,75con,claude-opus-4
cancel-culture,pro,93,75pro,claude-opus-4
cancel-culture,pro,48,all,claude-opus-4
cancel-culture,pro,30,con,claude-opus-4
cancel-culture,pro,11,neither,claude-opus-4
cancel-culture,pro,134,pro,claude-opus-4
cannabidiol-cbd-for-pets,con,108,75con,claude-opus-4
cannabidiol-cbd-for-pets,con,56,75pro,claude-opus-4
cannabidiol-cbd-for-pets,con,75,all,claude-opus-4
cannabidiol-cbd-for-pets,con,119,con,claude-opus-4
cannabidiol-cbd-for-pets,con,38,neither,claude-opus-4
cannabidiol-cbd-for-pets,con,60,pro,claude-opus-4
cannabidiol-cbd-for-pets,other,2,con,claude-opus-4
cannabidiol-cbd-for-pets,other,2,neither,claude-opus-4
cannabidiol-cbd-for-pets,other,1,pro,claude-opus-4
cannabidiol-cbd-for-pets,pro,72,75con,claude-opus-4
cannabidiol-cbd-for-pets,pro,124,75pro,claude-opus-4
cannabidiol-cbd-for-pets,pro,105,all,claude-opus-4
cannabidiol-cbd-for-pets,pro,59,con,claude-opus-4
cannabidiol-cbd-for-pets,pro,50,neither,claude-opus-4
cannabidiol-cbd-for-pets,pro,119,pro,claude-opus-4
cell-phones,con,86,75con,claude-opus-4
cell-phones,con,49,75pro,claude-opus-4
cell-phones,con,56,all,claude-opus-4
cell-phones,con,135,con,claude-opus-4
cell-phones,con,74,neither,claude-opus-4
cell-phones,con,33,pro,claude-opus-4
cell-phones,other,2,75con,claude-opus-4
cell-phones,other,2,75pro,claude-opus-4
cell-phones,other,1,con,claude-opus-4
cell-phones,pro,92,75con,claude-opus-4
cell-phones,pro,129,75pro,claude-opus-4
cell-phones,pro,124,all,claude-opus-4
cell-phones,pro,44,con,claude-opus-4
cell-phones,pro,16,neither,claude-opus-4
cell-phones,pro,147,pro,claude-opus-4
cheerleading,con,136,75con,claude-opus-4
cheerleading,con,29,75pro,claude-opus-4
cheerleading,con,94,all,claude-opus-4
cheerleading,con,180,con,claude-opus-4
cheerleading,con,1,pro,claude-opus-4
cheerleading,other,1,75con,claude-opus-4
cheerleading,other,1,75pro,claude-opus-4
cheerleading,other,2,all,claude-opus-4
cheerleading,other,5,pro,claude-opus-4
cheerleading,pro,43,75con,claude-opus-4
cheerleading,pro,150,75pro,claude-opus-4
cheerleading,pro,84,all,claude-opus-4
cheerleading,pro,90,neither,claude-opus-4
cheerleading,pro,174,pro,claude-opus-4
churches-and-taxes,con,95,75con,claude-opus-4
churches-and-taxes,con,53,75pro,claude-opus-4
churches-and-taxes,con,81,all,claude-opus-4
churches-and-taxes,con,121,con,claude-opus-4
churches-and-taxes,con,29,neither,claude-opus-4
churches-and-taxes,con,56,pro,claude-opus-4
churches-and-taxes,other,3,75con,claude-opus-4
churches-and-taxes,other,5,75pro,claude-opus-4
churches-and-taxes,other,1,all,claude-opus-4
churches-and-taxes,other,9,neither,claude-opus-4
churches-and-taxes,other,1,pro,claude-opus-4
churches-and-taxes,pro,82,75con,claude-opus-4
churches-and-taxes,pro,122,75pro,claude-opus-4
churches-and-taxes,pro,98,all,claude-opus-4
churches-and-taxes,pro,59,con,claude-opus-4
churches-and-taxes,pro,52,neither,claude-opus-4
churches-and-taxes,pro,123,pro,claude-opus-4
climate-change,con,57,75con,claude-opus-4
climate-change,con,55,75pro,claude-opus-4
climate-change,con,36,all,claude-opus-4
climate-change,con,90,con,claude-opus-4
climate-change,con,30,neither,claude-opus-4
climate-change,con,60,pro,claude-opus-4
climate-change,other,2,75con,claude-opus-4
climate-change,other,3,75pro,claude-opus-4
climate-change,other,1,all,claude-opus-4
climate-change,pro,121,75con,claude-opus-4
climate-change,pro,122,75pro,claude-opus-4
climate-change,pro,143,all,claude-opus-4
climate-change,pro,90,con,claude-opus-4
climate-change,pro,60,neither,claude-opus-4
climate-change,pro,120,pro,claude-opus-4
college-education,con,99,75con,claude-opus-4
college-education,con,11,75pro,claude-opus-4
college-education,con,27,all,claude-opus-4
college-education,con,160,con,claude-opus-4
college-education,con,2,pro,claude-opus-4
college-education,other,2,pro,claude-opus-4
college-education,pro,81,75con,claude-opus-4
college-education,pro,169,75pro,claude-opus-4
college-education,pro,153,all,claude-opus-4
college-education,pro,20,con,claude-opus-4
college-education,pro,90,neither,claude-opus-4
college-education,pro,176,pro,claude-opus-4
college-football-playoffs,con,60,75con,claude-opus-4
college-football-playoffs,con,56,75pro,claude-opus-4
college-football-playoffs,con,26,all,claude-opus-4
college-football-playoffs,con,104,con,claude-opus-4
college-football-playoffs,con,15,neither,claude-opus-4
college-football-playoffs,con,59,pro,claude-opus-4
college-football-playoffs,other,1,all,claude-opus-4
college-football-playoffs,other,1,con,claude-opus-4
college-football-playoffs,other,6,neither,claude-opus-4
college-football-playoffs,pro,120,75con,claude-opus-4
college-football-playoffs,pro,124,75pro,claude-opus-4
college-football-playoffs,pro,153,all,claude-opus-4
college-football-playoffs,pro,75,con,claude-opus-4
college-football-playoffs,pro,69,neither,claude-opus-4
college-football-playoffs,pro,121,pro,claude-opus-4
congressional-term-limits,con,118,75con,claude-opus-4
congressional-term-limits,con,45,75pro,claude-opus-4
congressional-term-limits,con,68,all,claude-opus-4
congressional-term-limits,con,176,con,claude-opus-4
congressional-term-limits,con,24,neither,claude-opus-4
congressional-term-limits,con,15,pro,claude-opus-4
congressional-term-limits,other,2,75pro,claude-opus-4
congressional-term-limits,other,3,neither,claude-opus-4
congressional-term-limits,other,1,pro,claude-opus-4
congressional-term-limits,pro,62,75con,claude-opus-4
congressional-term-limits,pro,133,75pro,claude-opus-4
congressional-term-limits,pro,112,all,claude-opus-4
congressional-term-limits,pro,4,con,claude-opus-4
congressional-term-limits,pro,63,neither,claude-opus-4
congressional-term-limits,pro,164,pro,claude-opus-4
constitutional-carry-of-guns,con,127,75con,claude-opus-4
constitutional-carry-of-guns,con,61,75pro,claude-opus-4
constitutional-carry-of-guns,con,88,all,claude-opus-4
constitutional-carry-of-guns,con,138,con,claude-opus-4
constitutional-carry-of-guns,con,30,neither,claude-opus-4
constitutional-carry-of-guns,con,36,pro,claude-opus-4
constitutional-carry-of-guns,other,6,75con,claude-opus-4
constitutional-carry-of-guns,other,4,75pro,claude-opus-4
constitutional-carry-of-guns,other,15,all,claude-opus-4
constitutional-carry-of-guns,other,8,con,claude-opus-4
constitutional-carry-of-guns,other,51,neither,claude-opus-4
constitutional-carry-of-guns,other,1,pro,claude-opus-4
constitutional-carry-of-guns,pro,47,75con,claude-opus-4
constitutional-carry-of-guns,pro,115,75pro,claude-opus-4
constitutional-carry-of-guns,pro,77,all,claude-opus-4
constitutional-carry-of-guns,pro,34,con,claude-opus-4
constitutional-carry-of-guns,pro,9,neither,claude-opus-4
constitutional-carry-of-guns,pro,143,pro,claude-opus-4
corporate-tax-rate,con,141,75con,claude-opus-4
corporate-tax-rate,con,44,75pro,claude-opus-4
corporate-tax-rate,con,91,all,claude-opus-4
corporate-tax-rate,con,179,con,claude-opus-4
corporate-tax-rate,con,45,neither,claude-opus-4
corporate-tax-rate,con,5,pro,claude-opus-4
corporate-tax-rate,other,3,75con,claude-opus-4
corporate-tax-rate,other,5,75pro,claude-opus-4
corporate-tax-rate,other,21,neither,claude-opus-4
corporate-tax-rate,pro,36,75con,claude-opus-4
corporate-tax-rate,pro,131,75pro,claude-opus-4
corporate-tax-rate,pro,89,all,claude-opus-4
corporate-tax-rate,pro,1,con,claude-opus-4
corporate-tax-rate,pro,24,neither,claude-opus-4
corporate-tax-rate,pro,175,pro,claude-opus-4
cuba-embargo,con,134,75con,claude-opus-4
cuba-embargo,con,94,75pro,claude-opus-4
cuba-embargo,con,87,all,claude-opus-4
cuba-embargo,con,172,con,claude-opus-4
cuba-embargo,con,76,neither,claude-opus-4
cuba-embargo,con,32,pro,claude-opus-4
cuba-embargo,other,9,75con,claude-opus-4
cuba-embargo,other,8,75pro,claude-opus-4
cuba-embargo,other,23,all,claude-opus-4
cuba-embargo,other,10,neither,claude-opus-4
cuba-embargo,other,7,pro,claude-opus-4
cuba-embargo,pro,37,75con,claude-opus-4
cuba-embargo,pro,78,75pro,claude-opus-4
cuba-embargo,pro,70,all,claude-opus-4
cuba-embargo,pro,8,con,claude-opus-4
cuba-embargo,pro,4,neither,claude-opus-4
cuba-embargo,pro,141,pro,claude-opus-4
daca-and-the-dream-act,con,73,75con,claude-opus-4
daca-and-the-dream-act,con,47,75pro,claude-opus-4
daca-and-the-dream-act,con,33,all,claude-opus-4
daca-and-the-dream-act,con,120,con,claude-opus-4
daca-and-the-dream-act,con,28,neither,claude-opus-4
daca-and-the-dream-act,con,58,pro,claude-opus-4
daca-and-the-dream-act,other,8,75con,claude-opus-4
daca-and-the-dream-act,other,6,75pro,claude-opus-4
daca-and-the-dream-act,other,7,all,claude-opus-4
daca-and-the-dream-act,other,2,con,claude-opus-4
daca-and-the-dream-act,other,14,neither,claude-opus-4
daca-and-the-dream-act,pro,99,75con,claude-opus-4
daca-and-the-dream-act,pro,127,75pro,claude-opus-4
daca-and-the-dream-act,pro,140,all,claude-opus-4
daca-and-the-dream-act,pro,58,con,claude-opus-4
daca-and-the-dream-act,pro,48,neither,claude-opus-4
daca-and-the-dream-act,pro,122,pro,claude-opus-4
dakota-access-pipeline,con,153,75con,claude-opus-4
dakota-access-pipeline,con,109,75pro,claude-opus-4
dakota-access-pipeline,con,118,all,claude-opus-4
dakota-access-pipeline,con,178,con,claude-opus-4
dakota-access-pipeline,con,30,neither,claude-opus-4
dakota-access-pipeline,con,34,pro,claude-opus-4
dakota-access-pipeline,other,2,con,claude-opus-4
dakota-access-pipeline,other,46,neither,claude-opus-4
dakota-access-pipeline,other,4,pro,claude-opus-4
dakota-access-pipeline,pro,27,75con,claude-opus-4
dakota-access-pipeline,pro,71,75pro,claude-opus-4
dakota-access-pipeline,pro,62,all,claude-opus-4
dakota-access-pipeline,pro,14,neither,claude-opus-4
dakota-access-pipeline,pro,142,pro,claude-opus-4
daylight-saving-time,con,123,75con,claude-opus-4
daylight-saving-time,con,85,75pro,claude-opus-4
daylight-saving-time,con,146,all,claude-opus-4
daylight-saving-time,con,150,con,claude-opus-4
daylight-saving-time,con,71,neither,claude-opus-4
daylight-saving-time,con,31,pro,claude-opus-4
daylight-saving-time,pro,57,75con,claude-opus-4
daylight-saving-time,pro,95,75pro,claude-opus-4
daylight-saving-time,pro,34,all,claude-opus-4
daylight-saving-time,pro,30,con,claude-opus-4
daylight-saving-time,pro,19,neither,claude-opus-4
daylight-saving-time,pro,149,pro,claude-opus-4
dc-and-puerto-rico-statehood,con,53,75con,claude-opus-4
dc-and-puerto-rico-statehood,con,5,75pro,claude-opus-4
dc-and-puerto-rico-statehood,con,21,all,claude-opus-4
dc-and-puerto-rico-statehood,con,155,con,claude-opus-4
dc-and-puerto-rico-statehood,con,2,neither,claude-opus-4
dc-and-puerto-rico-statehood,other,8,75con,claude-opus-4
dc-and-puerto-rico-statehood,other,4,75pro,claude-opus-4
dc-and-puerto-rico-statehood,other,3,all,claude-opus-4
dc-and-puerto-rico-statehood,other,6,con,claude-opus-4
dc-and-puerto-rico-statehood,other,38,neither,claude-opus-4
dc-and-puerto-rico-statehood,other,1,pro,claude-opus-4
dc-and-puerto-rico-statehood,pro,119,75con,claude-opus-4
dc-and-puerto-rico-statehood,pro,171,75pro,claude-opus-4
dc-and-puerto-rico-statehood,pro,156,all,claude-opus-4
dc-and-puerto-rico-statehood,pro,19,con,claude-opus-4
dc-and-puerto-rico-statehood,pro,50,neither,claude-opus-4
dc-and-puerto-rico-statehood,pro,179,pro,claude-opus-4
death-penalty,con,133,75con,claude-opus-4
death-penalty,con,127,75pro,claude-opus-4
death-penalty,con,130,all,claude-opus-4
death-penalty,con,152,con,claude-opus-4
death-penalty,con,74,neither,claude-opus-4
death-penalty,con,64,pro,claude-opus-4
death-penalty,other,6,75con,claude-opus-4
death-penalty,other,3,75pro,claude-opus-4
death-penalty,other,2,all,claude-opus-4
death-penalty,other,3,neither,claude-opus-4
death-penalty,other,2,pro,claude-opus-4
death-penalty,pro,41,75con,claude-opus-4
death-penalty,pro,50,75pro,claude-opus-4
death-penalty,pro,48,all,claude-opus-4
death-penalty,pro,28,con,claude-opus-4
death-penalty,pro,13,neither,claude-opus-4
death-penalty,pro,114,pro,claude-opus-4
defund-the-police,con,95,75con,claude-opus-4
defund-the-police,con,89,75pro,claude-opus-4
defund-the-police,con,68,all,claude-opus-4
defund-the-police,con,118,con,claude-opus-4
defund-the-police,con,28,neither,claude-opus-4
defund-the-police,con,73,pro,claude-opus-4
defund-the-police,other,2,75con,claude-opus-4
defund-the-police,other,2,75pro,claude-opus-4
defund-the-police,other,5,all,claude-opus-4
defund-the-police,other,44,neither,claude-opus-4
defund-the-police,pro,83,75con,claude-opus-4
defund-the-police,pro,89,75pro,claude-opus-4
defund-the-police,pro,107,all,claude-opus-4
defund-the-police,pro,62,con,claude-opus-4
defund-the-police,pro,18,neither,claude-opus-4
defund-the-police,pro,107,pro,claude-opus-4
dress-codes,con,158,75con,claude-opus-4
dress-codes,con,95,75pro,claude-opus-4
dress-codes,con,127,all,claude-opus-4
dress-codes,con,179,con,claude-opus-4
dress-codes,con,59,neither,claude-opus-4
dress-codes,con,27,pro,claude-opus-4
dress-codes,other,1,con,claude-opus-4
dress-codes,other,1,neither,claude-opus-4
dress-codes,other,1,pro,claude-opus-4
dress-codes,pro,22,75con,claude-opus-4
dress-codes,pro,85,75pro,claude-opus-4
dress-codes,pro,53,all,claude-opus-4
dress-codes,pro,30,neither,claude-opus-4
dress-codes,pro,152,pro,claude-opus-4
drinking-age,con,128,75con,claude-opus-4
drinking-age,con,101,75pro,claude-opus-4
drinking-age,con,108,all,claude-opus-4
drinking-age,con,148,con,claude-opus-4
drinking-age,con,63,neither,claude-opus-4
drinking-age,con,60,pro,claude-opus-4
drinking-age,other,2,75con,claude-opus-4
drinking-age,other,1,75pro,claude-opus-4
drinking-age,other,2,all,claude-opus-4
drinking-age,other,1,con,claude-opus-4
drinking-age,other,2,neither,claude-opus-4
drinking-age,pro,50,75con,claude-opus-4
drinking-age,pro,78,75pro,claude-opus-4
drinking-age,pro,70,all,claude-opus-4
drinking-age,pro,31,con,claude-opus-4
drinking-age,pro,25,neither,claude-opus-4
drinking-age,pro,120,pro,claude-opus-4
drones,con,147,75con,claude-opus-4
drones,con,81,75pro,claude-opus-4
drones,con,97,all,claude-opus-4
drones,con,177,con,claude-opus-4
drones,con,52,neither,claude-opus-4
drones,con,24,pro,claude-opus-4
drones,other,3,75con,claude-opus-4
drones,other,1,75pro,claude-opus-4
drones,other,4,all,claude-opus-4
drones,other,1,con,claude-opus-4
drones,other,29,neither,claude-opus-4
drones,pro,30,75con,claude-opus-4
drones,pro,98,75pro,claude-opus-4
drones,pro,79,all,claude-opus-4
drones,pro,2,con,claude-opus-4
drones,pro,9,neither,claude-opus-4
drones,pro,156,pro,claude-opus-4
election-day,con,123,75con,claude-opus-4
election-day,con,48,75pro,claude-opus-4
election-day,con,91,all,claude-opus-4
election-day,con,168,con,claude-opus-4
election-day,con,6,pro,claude-opus-4
election-day,other,2,75con,claude-opus-4
election-day,other,1,75pro,claude-opus-4
election-day,other,1,all,claude-opus-4
election-day,other,4,con,claude-opus-4
election-day,other,6,pro,claude-opus-4
election-day,pro,55,75con,claude-opus-4
election-day,pro,131,75pro,claude-opus-4
election-day,pro,88,all,claude-opus-4
election-day,pro,8,con,claude-opus-4
election-day,pro,90,neither,claude-opus-4
election-day,pro,168,pro,claude-opus-4
electoral-college,con,130,75con,claude-opus-4
electoral-college,con,106,75pro,claude-opus-4
electoral-college,con,121,all,claude-opus-4
electoral-college,con,150,con,claude-opus-4
electoral-college,con,69,neither,claude-opus-4
electoral-college,con,52,pro,claude-opus-4
electoral-college,other,1,all,claude-opus-4
electoral-college,other,12,neither,claude-opus-4
electoral-college,pro,50,75con,claude-opus-4
electoral-college,pro,74,75pro,claude-opus-4
electoral-college,pro,58,all,claude-opus-4
electoral-college,pro,30,con,claude-opus-4
electoral-college,pro,9,neither,claude-opus-4
electoral-college,pro,128,pro,claude-opus-4
employer-vaccine-mandates,con,113,75con,claude-opus-4
employer-vaccine-mandates,con,11,75pro,claude-opus-4
employer-vaccine-mandates,con,51,all,claude-opus-4
employer-vaccine-mandates,con,170,con,claude-opus-4
employer-vaccine-mandates,other,1,75con,claude-opus-4
employer-vaccine-mandates,other,2,75pro,claude-opus-4
employer-vaccine-mandates,other,4,con,claude-opus-4
employer-vaccine-mandates,pro,66,75con,claude-opus-4
employer-vaccine-mandates,pro,167,75pro,claude-opus-4
employer-vaccine-mandates,pro,129,all,claude-opus-4
employer-vaccine-mandates,pro,6,con,claude-opus-4
employer-vaccine-mandates,pro,90,neither,claude-opus-4
employer-vaccine-mandates,pro,180,pro,claude-opus-4
felon-voting,con,65,75con,claude-opus-4
felon-voting,con,25,75pro,claude-opus-4
felon-voting,con,46,all,claude-opus-4
felon-voting,con,104,con,claude-opus-4
felon-voting,con,3,neither,claude-opus-4
felon-voting,con,7,pro,claude-opus-4
felon-voting,other,15,75con,claude-opus-4
felon-voting,other,12,75pro,claude-opus-4
felon-voting,other,10,all,claude-opus-4
felon-voting,other,8,con,claude-opus-4
felon-voting,other,3,neither,claude-opus-4
felon-voting,pro,100,75con,claude-opus-4
felon-voting,pro,143,75pro,claude-opus-4
felon-voting,pro,124,all,claude-opus-4
felon-voting,pro,68,con,claude-opus-4
felon-voting,pro,84,neither,claude-opus-4
felon-voting,pro,173,pro,claude-opus-4
fighting-in-hockey,con,139,75con,claude-opus-4
fighting-in-hockey,con,97,75pro,claude-opus-4
fighting-in-hockey,con,120,all,claude-opus-4
fighting-in-hockey,con,178,con,claude-opus-4
fighting-in-hockey,con,70,neither,claude-opus-4
fighting-in-hockey,con,71,pro,claude-opus-4
fighting-in-hockey,other,3,75con,claude-opus-4
fighting-in-hockey,other,1,75pro,claude-opus-4
fighting-in-hockey,other,1,con,claude-opus-4
fighting-in-hockey,other,10,neither,claude-opus-4
fighting-in-hockey,other,1,pro,claude-opus-4
fighting-in-hockey,pro,38,75con,claude-opus-4
fighting-in-hockey,pro,82,75pro,claude-opus-4
fighting-in-hockey,pro,60,all,claude-opus-4
fighting-in-hockey,pro,1,con,claude-opus-4
fighting-in-hockey,pro,10,neither,claude-opus-4
fighting-in-hockey,pro,108,pro,claude-opus-4
filibuster,con,133,75con,claude-opus-4
filibuster,con,71,75pro,claude-opus-4
filibuster,con,98,all,claude-opus-4
filibuster,con,140,con,claude-opus-4
filibuster,con,12,neither,claude-opus-4
filibuster,con,11,pro,claude-opus-4
filibuster,other,3,75con,claude-opus-4
filibuster,other,2,75pro,claude-opus-4
filibuster,other,1,all,claude-opus-4
filibuster,other,15,neither,claude-opus-4
filibuster,other,1,pro,claude-opus-4
filibuster,pro,44,75con,claude-opus-4
filibuster,pro,107,75pro,claude-opus-4
filibuster,pro,81,all,claude-opus-4
filibuster,pro,40,con,claude-opus-4
filibuster,pro,63,neither,claude-opus-4
filibuster,pro,168,pro,claude-opus-4
