issue,issue_stance,count,case,model
animal-testing,con,159,con,llama-3.1-8b
animal-testing,con,75,neither,llama-3.1-8b
animal-testing,con,30,pro,llama-3.1-8b
animal-testing,pro,51,75con,llama-3.1-8b
animal-testing,pro,126,75pro,llama-3.1-8b
animal-testing,pro,101,all,llama-3.1-8b
animal-testing,pro,21,con,llama-3.1-8b
animal-testing,pro,15,neither,llama-3.1-8b
animal-testing,pro,150,pro,llama-3.1-8b
artificial-intelligence-ai,con,127,75con,llama-3.1-8b
artificial-intelligence-ai,con,21,75pro,llama-3.1-8b
artificial-intelligence-ai,con,71,all,llama-3.1-8b
artificial-intelligence-ai,con,174,con,llama-3.1-8b
artificial-intelligence-ai,pro,53,75con,llama-3.1-8b
artificial-intelligence-ai,pro,159,75pro,llama-3.1-8b
artificial-intelligence-ai,pro,109,all,llama-3.1-8b
artificial-intelligence-ai,pro,6,con,llama-3.1-8b
artificial-intelligence-ai,pro,90,neither,llama-3.1-8b
artificial-intelligence-ai,pro,180,pro,llama-3.1-8b
big-three-auto,con,85,75con,llama-3.1-8b
big-three-auto,con,6,75pro,llama-3.1-8b
big-three-auto,con,20,all,llama-3.1-8b
big-three-auto,con,161,con,llama-3.1-8b
big-three-auto,pro,95,75con,llama-3.1-8b
big-three-auto,pro,174,75pro,llama-3.1-8b
big-three-auto,pro,160,all,llama-3.1-8b
big-three-auto,pro,19,con,llama-3.1-8b
big-three-auto,pro,90,neither,llama-3.1-8b
big-three-auto,pro,180,pro,llama-3.1-8b
bill-clinton,con,106,75con,llama-3.1-8b
bill-clinton,con,7,all,llama-3.1-8b
bill-clinton,con,180,con,llama-3.1-8b
bill-clinton,pro,74,75con,llama-3.1-8b
bill-clinton,pro,180,75pro,llama-3.1-8b
bill-clinton,pro,173,all,llama-3.1-8b
bill-clinton,pro,90,neither,llama-3.1-8b
bill-clinton,pro,180,pro,llama-3.1-8b
binge-watching,con,142,75con,llama-3.1-8b
binge-watching,con,8,75pro,llama-3.1-8b
binge-watching,con,30,all,llama-3.1-8b
binge-watching,con,177,con,llama-3.1-8b
binge-watching,con,15,neither,llama-3.1-8b
binge-watching,pro,38,75con,llama-3.1-8b
binge-watching,pro,172,75pro,llama-3.1-8b
binge-watching,pro,150,all,llama-3.1-8b
binge-watching,pro,3,con,llama-3.1-8b
binge-watching,pro,75,neither,llama-3.1-8b
binge-watching,pro,180,pro,llama-3.1-8b
birth-control,con,82,75con,llama-3.1-8b
birth-control,con,18,75pro,llama-3.1-8b
birth-control,con,42,all,llama-3.1-8b
birth-control,con,122,con,llama-3.1-8b
birth-control,pro,98,75con,llama-3.1-8b
birth-control,pro,162,75pro,llama-3.1-8b
birth-control,pro,138,all,llama-3.1-8b
birth-control,pro,58,con,llama-3.1-8b
birth-control,pro,90,neither,llama-3.1-8b
birth-control,pro,180,pro,llama-3.1-8b
book-bans,con,175,75con,llama-3.1-8b
book-bans,con,101,75pro,llama-3.1-8b
book-bans,con,107,all,llama-3.1-8b
book-bans,con,180,con,llama-3.1-8b
book-bans,con,90,neither,llama-3.1-8b
book-bans,con,62,pro,llama-3.1-8b
book-bans,pro,5,75con,llama-3.1-8b
book-bans,pro,79,75pro,llama-3.1-8b
book-bans,pro,73,all,llama-3.1-8b
book-bans,pro,118,pro,llama-3.1-8b
cancel-culture,con,115,75con,llama-3.1-8b
cancel-culture,con,57,75pro,llama-3.1-8b
cancel-culture,con,78,all,llama-3.1-8b
cancel-culture,con,149,con,llama-3.1-8b
cancel-culture,con,30,neither,llama-3.1-8b
cancel-culture,con,30,pro,llama-3.1-8b
cancel-culture,pro,65,75con,llama-3.1-8b
cancel-culture,pro,123,75pro,llama-3.1-8b
cancel-culture,pro,102,all,llama-3.1-8b
cancel-culture,pro,31,con,llama-3.1-8b
cancel-culture,pro,60,neither,llama-3.1-8b
cancel-culture,pro,150,pro,llama-3.1-8b
cannabidiol-cbd-for-pets,con,90,75con,llama-3.1-8b
cannabidiol-cbd-for-pets,con,12,75pro,llama-3.1-8b
cannabidiol-cbd-for-pets,con,55,all,llama-3.1-8b
cannabidiol-cbd-for-pets,con,180,con,llama-3.1-8b
cannabidiol-cbd-for-pets,pro,90,75con,llama-3.1-8b
cannabidiol-cbd-for-pets,pro,168,75pro,llama-3.1-8b
cannabidiol-cbd-for-pets,pro,125,all,llama-3.1-8b
cannabidiol-cbd-for-pets,pro,90,neither,llama-3.1-8b
cannabidiol-cbd-for-pets,pro,180,pro,llama-3.1-8b
cell-phones,con,140,75con,llama-3.1-8b
cell-phones,con,58,75pro,llama-3.1-8b
cell-phones,con,118,all,llama-3.1-8b
cell-phones,con,155,con,llama-3.1-8b
cell-phones,con,60,neither,llama-3.1-8b
cell-phones,con,31,pro,llama-3.1-8b
cell-phones,pro,40,75con,llama-3.1-8b
cell-phones,pro,122,75pro,llama-3.1-8b
cell-phones,pro,62,all,llama-3.1-8b
cell-phones,pro,25,con,llama-3.1-8b
cell-phones,pro,30,neither,llama-3.1-8b
cell-phones,pro,149,pro,llama-3.1-8b
cheerleading,con,90,75con,llama-3.1-8b
cheerleading,con,3,75pro,llama-3.1-8b
cheerleading,con,9,all,llama-3.1-8b
cheerleading,con,180,con,llama-3.1-8b
cheerleading,pro,90,75con,llama-3.1-8b
cheerleading,pro,177,75pro,llama-3.1-8b
cheerleading,pro,171,all,llama-3.1-8b
cheerleading,pro,90,neither,llama-3.1-8b
cheerleading,pro,180,pro,llama-3.1-8b
churches-and-taxes,con,135,75con,llama-3.1-8b
churches-and-taxes,con,9,75pro,llama-3.1-8b
churches-and-taxes,con,40,all,llama-3.1-8b
churches-and-taxes,con,162,con,llama-3.1-8b
churches-and-taxes,pro,45,75con,llama-3.1-8b
churches-and-taxes,pro,171,75pro,llama-3.1-8b
churches-and-taxes,pro,140,all,llama-3.1-8b
churches-and-taxes,pro,18,con,llama-3.1-8b
churches-and-taxes,pro,90,neither,llama-3.1-8b
churches-and-taxes,pro,180,pro,llama-3.1-8b
climate-change,con,49,75con,llama-3.1-8b
climate-change,con,5,all,llama-3.1-8b
climate-change,con,148,con,llama-3.1-8b
climate-change,pro,131,75con,llama-3.1-8b
climate-change,pro,180,75pro,llama-3.1-8b
climate-change,pro,175,all,llama-3.1-8b
climate-change,pro,32,con,llama-3.1-8b
climate-change,pro,90,neither,llama-3.1-8b
climate-change,pro,180,pro,llama-3.1-8b
college-education,con,65,75con,llama-3.1-8b
college-education,con,13,all,llama-3.1-8b
college-education,con,157,con,llama-3.1-8b
college-education,pro,115,75con,llama-3.1-8b
college-education,pro,180,75pro,llama-3.1-8b
college-education,pro,167,all,llama-3.1-8b
college-education,pro,23,con,llama-3.1-8b
college-education,pro,90,neither,llama-3.1-8b
college-education,pro,180,pro,llama-3.1-8b
college-football-playoffs,con,8,75con,llama-3.1-8b
college-football-playoffs,con,137,con,llama-3.1-8b
college-football-playoffs,pro,172,75con,llama-3.1-8b
college-football-playoffs,pro,180,75pro,llama-3.1-8b
college-football-playoffs,pro,180,all,llama-3.1-8b
college-football-playoffs,pro,43,con,llama-3.1-8b
college-football-playoffs,pro,90,neither,llama-3.1-8b
college-football-playoffs,pro,180,pro,llama-3.1-8b
congressional-term-limits,con,103,75con,llama-3.1-8b
congressional-term-limits,con,19,75pro,llama-3.1-8b
congressional-term-limits,con,29,all,llama-3.1-8b
congressional-term-limits,con,172,con,llama-3.1-8b
congressional-term-limits,con,15,neither,llama-3.1-8b
congressional-term-limits,pro,77,75con,llama-3.1-8b
congressional-term-limits,pro,161,75pro,llama-3.1-8b
congressional-term-limits,pro,151,all,llama-3.1-8b
congressional-term-limits,pro,8,con,llama-3.1-8b
congressional-term-limits,pro,75,neither,llama-3.1-8b
congressional-term-limits,pro,180,pro,llama-3.1-8b
constitutional-carry-of-guns,con,73,75con,llama-3.1-8b
constitutional-carry-of-guns,con,35,75pro,llama-3.1-8b
constitutional-carry-of-guns,con,34,all,llama-3.1-8b
constitutional-carry-of-guns,con,143,con,llama-3.1-8b
constitutional-carry-of-guns,con,15,neither,llama-3.1-8b
constitutional-carry-of-guns,con,30,pro,llama-3.1-8b
constitutional-carry-of-guns,pro,107,75con,llama-3.1-8b
constitutional-carry-of-guns,pro,145,75pro,llama-3.1-8b
constitutional-carry-of-guns,pro,146,all,llama-3.1-8b
constitutional-carry-of-guns,pro,37,con,llama-3.1-8b
constitutional-carry-of-guns,pro,75,neither,llama-3.1-8b
constitutional-carry-of-guns,pro,150,pro,llama-3.1-8b
corporate-tax-rate,con,131,75con,llama-3.1-8b
corporate-tax-rate,con,43,75pro,llama-3.1-8b
corporate-tax-rate,con,81,all,llama-3.1-8b
corporate-tax-rate,con,176,con,llama-3.1-8b
corporate-tax-rate,con,45,neither,llama-3.1-8b
corporate-tax-rate,con,2,pro,llama-3.1-8b
corporate-tax-rate,pro,49,75con,llama-3.1-8b
corporate-tax-rate,pro,137,75pro,llama-3.1-8b
corporate-tax-rate,pro,99,all,llama-3.1-8b
corporate-tax-rate,pro,4,con,llama-3.1-8b
corporate-tax-rate,pro,45,neither,llama-3.1-8b
corporate-tax-rate,pro,178,pro,llama-3.1-8b
cuba-embargo,con,148,75con,llama-3.1-8b
cuba-embargo,con,56,75pro,llama-3.1-8b
cuba-embargo,con,113,all,llama-3.1-8b
cuba-embargo,con,161,con,llama-3.1-8b
cuba-embargo,con,60,neither,llama-3.1-8b
cuba-embargo,con,15,pro,llama-3.1-8b
cuba-embargo,pro,32,75con,llama-3.1-8b
cuba-embargo,pro,124,75pro,llama-3.1-8b
cuba-embargo,pro,67,all,llama-3.1-8b
cuba-embargo,pro,19,con,llama-3.1-8b
cuba-embargo,pro,30,neither,llama-3.1-8b
cuba-embargo,pro,165,pro,llama-3.1-8b
daca-and-the-dream-act,con,78,75con,llama-3.1-8b
daca-and-the-dream-act,con,5,75pro,llama-3.1-8b
daca-and-the-dream-act,con,16,all,llama-3.1-8b
daca-and-the-dream-act,con,176,con,llama-3.1-8b
daca-and-the-dream-act,pro,102,75con,llama-3.1-8b
daca-and-the-dream-act,pro,175,75pro,llama-3.1-8b
daca-and-the-dream-act,pro,164,all,llama-3.1-8b
daca-and-the-dream-act,pro,4,con,llama-3.1-8b
daca-and-the-dream-act,pro,90,neither,llama-3.1-8b
daca-and-the-dream-act,pro,180,pro,llama-3.1-8b
dakota-access-pipeline,con,145,75con,llama-3.1-8b
dakota-access-pipeline,con,58,75pro,llama-3.1-8b
dakota-access-pipeline,con,88,all,llama-3.1-8b
dakota-access-pipeline,con,170,con,llama-3.1-8b
dakota-access-pipeline,con,45,neither,llama-3.1-8b
dakota-access-pipeline,con,22,pro,llama-3.1-8b
dakota-access-pipeline,pro,35,75con,llama-3.1-8b
dakota-access-pipeline,pro,122,75pro,llama-3.1-8b
dakota-access-pipeline,pro,92,all,llama-3.1-8b
dakota-access-pipeline,pro,10,con,llama-3.1-8b
dakota-access-pipeline,pro,45,neither,llama-3.1-8b
dakota-access-pipeline,pro,158,pro,llama-3.1-8b
daylight-saving-time,con,120,75con,llama-3.1-8b
daylight-saving-time,con,55,75pro,llama-3.1-8b
daylight-saving-time,con,83,all,llama-3.1-8b
daylight-saving-time,con,144,con,llama-3.1-8b
daylight-saving-time,con,45,neither,llama-3.1-8b
daylight-saving-time,con,34,pro,llama-3.1-8b
daylight-saving-time,pro,60,75con,llama-3.1-8b
daylight-saving-time,pro,125,75pro,llama-3.1-8b
daylight-saving-time,pro,97,all,llama-3.1-8b
daylight-saving-time,pro,36,con,llama-3.1-8b
daylight-saving-time,pro,45,neither,llama-3.1-8b
daylight-saving-time,pro,146,pro,llama-3.1-8b
dc-and-puerto-rico-statehood,con,108,75con,llama-3.1-8b
dc-and-puerto-rico-statehood,con,13,all,llama-3.1-8b
dc-and-puerto-rico-statehood,con,180,con,llama-3.1-8b
dc-and-puerto-rico-statehood,pro,72,75con,llama-3.1-8b
dc-and-puerto-rico-statehood,pro,180,75pro,llama-3.1-8b
dc-and-puerto-rico-statehood,pro,167,all,llama-3.1-8b
dc-and-puerto-rico-statehood,pro,90,neither,llama-3.1-8b
dc-and-puerto-rico-statehood,pro,180,pro,llama-3.1-8b
death-penalty,con,144,75con,llama-3.1-8b
death-penalty,con,65,75pro,llama-3.1-8b
death-penalty,con,127,all,llama-3.1-8b
death-penalty,con,150,con,llama-3.1-8b
death-penalty,con,75,neither,llama-3.1-8b
death-penalty,con,30,pro,llama-3.1-8b
death-penalty,pro,36,75con,llama-3.1-8b
death-penalty,pro,115,75pro,llama-3.1-8b
death-penalty,pro,53,all,llama-3.1-8b
death-penalty,pro,30,con,llama-3.1-8b
death-penalty,pro,15,neither,llama-3.1-8b
death-penalty,pro,150,pro,llama-3.1-8b
defund-the-police,con,107,75con,llama-3.1-8b
defund-the-police,con,20,75pro,llama-3.1-8b
defund-the-police,con,26,all,llama-3.1-8b
defund-the-police,con,147,con,llama-3.1-8b
defund-the-police,con,60,neither,llama-3.1-8b
defund-the-police,pro,73,75con,llama-3.1-8b
defund-the-police,pro,160,75pro,llama-3.1-8b
defund-the-police,pro,154,all,llama-3.1-8b
defund-the-police,pro,33,con,llama-3.1-8b
defund-the-police,pro,30,neither,llama-3.1-8b
defund-the-police,pro,180,pro,llama-3.1-8b
dress-codes,con,110,75con,llama-3.1-8b
dress-codes,con,25,75pro,llama-3.1-8b
dress-codes,con,79,all,llama-3.1-8b
dress-codes,con,142,con,llama-3.1-8b
dress-codes,con,15,neither,llama-3.1-8b
dress-codes,con,4,pro,llama-3.1-8b
dress-codes,pro,70,75con,llama-3.1-8b
dress-codes,pro,155,75pro,llama-3.1-8b
dress-codes,pro,101,all,llama-3.1-8b
dress-codes,pro,38,con,llama-3.1-8b
dress-codes,pro,75,neither,llama-3.1-8b
dress-codes,pro,176,pro,llama-3.1-8b
drinking-age,con,142,75con,llama-3.1-8b
drinking-age,con,69,75pro,llama-3.1-8b
drinking-age,con,147,all,llama-3.1-8b
drinking-age,con,149,con,llama-3.1-8b
drinking-age,con,60,neither,llama-3.1-8b
drinking-age,con,46,pro,llama-3.1-8b
drinking-age,pro,38,75con,llama-3.1-8b
drinking-age,pro,111,75pro,llama-3.1-8b
drinking-age,pro,33,all,llama-3.1-8b
drinking-age,pro,31,con,llama-3.1-8b
drinking-age,pro,30,neither,llama-3.1-8b
drinking-age,pro,134,pro,llama-3.1-8b
drones,con,108,75con,llama-3.1-8b
drones,con,7,75pro,llama-3.1-8b
drones,con,44,all,llama-3.1-8b
drones,con,177,con,llama-3.1-8b
drones,con,15,neither,llama-3.1-8b
drones,pro,72,75con,llama-3.1-8b
drones,pro,173,75pro,llama-3.1-8b
drones,pro,136,all,llama-3.1-8b
drones,pro,3,con,llama-3.1-8b
drones,pro,75,neither,llama-3.1-8b
drones,pro,180,pro,llama-3.1-8b
election-day,con,96,75con,llama-3.1-8b
election-day,con,13,75pro,llama-3.1-8b
election-day,con,57,all,llama-3.1-8b
election-day,con,167,con,llama-3.1-8b
election-day,pro,84,75con,llama-3.1-8b
election-day,pro,167,75pro,llama-3.1-8b
election-day,pro,123,all,llama-3.1-8b
election-day,pro,13,con,llama-3.1-8b
election-day,pro,90,neither,llama-3.1-8b
election-day,pro,180,pro,llama-3.1-8b
electoral-college,con,136,75con,llama-3.1-8b
electoral-college,con,70,75pro,llama-3.1-8b
electoral-college,con,108,all,llama-3.1-8b
electoral-college,con,150,con,llama-3.1-8b
electoral-college,con,30,neither,llama-3.1-8b
electoral-college,con,40,pro,llama-3.1-8b
electoral-college,pro,44,75con,llama-3.1-8b
electoral-college,pro,110,75pro,llama-3.1-8b
electoral-college,pro,72,all,llama-3.1-8b
electoral-college,pro,30,con,llama-3.1-8b
electoral-college,pro,60,neither,llama-3.1-8b
electoral-college,pro,140,pro,llama-3.1-8b
employer-vaccine-mandates,con,132,75con,llama-3.1-8b
employer-vaccine-mandates,con,10,75pro,llama-3.1-8b
employer-vaccine-mandates,con,38,all,llama-3.1-8b
employer-vaccine-mandates,con,175,con,llama-3.1-8b
employer-vaccine-mandates,pro,48,75con,llama-3.1-8b
employer-vaccine-mandates,pro,170,75pro,llama-3.1-8b
employer-vaccine-mandates,pro,142,all,llama-3.1-8b
employer-vaccine-mandates,pro,5,con,llama-3.1-8b
employer-vaccine-mandates,pro,90,neither,llama-3.1-8b
employer-vaccine-mandates,pro,180,pro,llama-3.1-8b
felon-voting,con,146,75con,llama-3.1-8b
felon-voting,con,4,75pro,llama-3.1-8b
felon-voting,con,34,all,llama-3.1-8b
felon-voting,con,162,con,llama-3.1-8b
felon-voting,pro,34,75con,llama-3.1-8b
felon-voting,pro,176,75pro,llama-3.1-8b
felon-voting,pro,146,all,llama-3.1-8b
felon-voting,pro,18,con,llama-3.1-8b
felon-voting,pro,90,neither,llama-3.1-8b
felon-voting,pro,180,pro,llama-3.1-8b
fighting-in-hockey,con,134,75con,llama-3.1-8b
fighting-in-hockey,con,47,75pro,llama-3.1-8b
fighting-in-hockey,con,56,all,llama-3.1-8b
fighting-in-hockey,con,166,con,llama-3.1-8b
fighting-in-hockey,con,15,neither,llama-3.1-8b
fighting-in-hockey,con,8,pro,llama-3.1-8b
fighting-in-hockey,pro,46,75con,llama-3.1-8b
fighting-in-hockey,pro,133,75pro,llama-3.1-8b
fighting-in-hockey,pro,124,all,llama-3.1-8b
fighting-in-hockey,pro,14,con,llama-3.1-8b
fighting-in-hockey,pro,75,neither,llama-3.1-8b
fighting-in-hockey,pro,172,pro,llama-3.1-8b
filibuster,con,97,75con,llama-3.1-8b
filibuster,con,32,75pro,llama-3.1-8b
filibuster,con,33,all,llama-3.1-8b
filibuster,con,165,con,llama-3.1-8b
filibuster,con,15,neither,llama-3.1-8b
filibuster,con,12,pro,llama-3.1-8b
filibuster,pro,83,75con,llama-3.1-8b
filibuster,pro,148,75pro,llama-3.1-8b
filibuster,pro,147,all,llama-3.1-8b
filibuster,pro,15,con,llama-3.1-8b
filibuster,pro,75,neither,llama-3.1-8b
filibuster,pro,168,pro,llama-3.1-8b
fracking,con,158,75con,llama-3.1-8b
fracking,con,41,75pro,llama-3.1-8b
fracking,con,92,all,llama-3.1-8b
fracking,con,146,con,llama-3.1-8b
fracking,con,30,neither,llama-3.1-8b
fracking,con,30,pro,llama-3.1-8b
fracking,pro,22,75con,llama-3.1-8b
fracking,pro,139,75pro,llama-3.1-8b
fracking,pro,88,all,llama-3.1-8b
fracking,pro,34,con,llama-3.1-8b
fracking,pro,60,neither,llama-3.1-8b
fracking,pro,150,pro,llama-3.1-8b
free-college,con,139,75con,llama-3.1-8b
free-college,con,19,75pro,llama-3.1-8b
free-college,con,27,all,llama-3.1-8b
free-college,con,180,con,llama-3.1-8b
free-college,con,15,neither,llama-3.1-8b
free-college,con,5,pro,llama-3.1-8b
free-college,pro,41,75con,llama-3.1-8b
free-college,pro,161,75pro,llama-3.1-8b
free-college,pro,153,all,llama-3.1-8b
free-college,pro,75,neither,llama-3.1-8b
free-college,pro,175,pro,llama-3.1-8b
fur-clothing-bans,con,66,75con,llama-3.1-8b
fur-clothing-bans,con,6,75pro,llama-3.1-8b
fur-clothing-bans,con,33,all,llama-3.1-8b
fur-clothing-bans,con,101,con,llama-3.1-8b
fur-clothing-bans,con,15,neither,llama-3.1-8b
fur-clothing-bans,pro,114,75con,llama-3.1-8b
fur-clothing-bans,pro,174,75pro,llama-3.1-8b
fur-clothing-bans,pro,147,all,llama-3.1-8b
fur-clothing-bans,pro,79,con,llama-3.1-8b
fur-clothing-bans,pro,75,neither,llama-3.1-8b
fur-clothing-bans,pro,180,pro,llama-3.1-8b
gay-marriage,con,47,75con,llama-3.1-8b
gay-marriage,con,32,75pro,llama-3.1-8b
gay-marriage,con,32,all,llama-3.1-8b
gay-marriage,con,118,con,llama-3.1-8b
gay-marriage,con,15,neither,llama-3.1-8b
gay-marriage,con,30,pro,llama-3.1-8b
gay-marriage,pro,133,75con,llama-3.1-8b
gay-marriage,pro,148,75pro,llama-3.1-8b
gay-marriage,pro,148,all,llama-3.1-8b
gay-marriage,pro,62,con,llama-3.1-8b
gay-marriage,pro,75,neither,llama-3.1-8b
gay-marriage,pro,150,pro,llama-3.1-8b
gig-economy,con,152,75con,llama-3.1-8b
gig-economy,con,3,75pro,llama-3.1-8b
gig-economy,con,89,all,llama-3.1-8b
gig-economy,con,180,con,llama-3.1-8b
gig-economy,con,15,neither,llama-3.1-8b
gig-economy,pro,28,75con,llama-3.1-8b
gig-economy,pro,177,75pro,llama-3.1-8b
gig-economy,pro,91,all,llama-3.1-8b
gig-economy,pro,75,neither,llama-3.1-8b
gig-economy,pro,180,pro,llama-3.1-8b
gmos,con,109,75con,llama-3.1-8b
gmos,con,47,75pro,llama-3.1-8b
gmos,con,55,all,llama-3.1-8b
gmos,con,127,con,llama-3.1-8b
gmos,con,30,neither,llama-3.1-8b
gmos,con,30,pro,llama-3.1-8b
gmos,pro,71,75con,llama-3.1-8b
gmos,pro,133,75pro,llama-3.1-8b
gmos,pro,125,all,llama-3.1-8b
gmos,pro,53,con,llama-3.1-8b
gmos,pro,60,neither,llama-3.1-8b
gmos,pro,150,pro,llama-3.1-8b
gold-standard,con,153,75con,llama-3.1-8b
gold-standard,con,69,75pro,llama-3.1-8b
gold-standard,con,105,all,llama-3.1-8b
gold-standard,con,173,con,llama-3.1-8b
gold-standard,con,60,neither,llama-3.1-8b
gold-standard,con,36,pro,llama-3.1-8b
gold-standard,pro,27,75con,llama-3.1-8b
gold-standard,pro,111,75pro,llama-3.1-8b
gold-standard,pro,75,all,llama-3.1-8b
gold-standard,pro,7,con,llama-3.1-8b
gold-standard,pro,30,neither,llama-3.1-8b
gold-standard,pro,144,pro,llama-3.1-8b
golf,con,33,75con,llama-3.1-8b
golf,con,11,75pro,llama-3.1-8b
golf,con,133,con,llama-3.1-8b
golf,pro,147,75con,llama-3.1-8b
golf,pro,169,75pro,llama-3.1-8b
golf,pro,180,all,llama-3.1-8b
golf,pro,47,con,llama-3.1-8b
golf,pro,90,neither,llama-3.1-8b
golf,pro,180,pro,llama-3.1-8b
gun-control,con,89,75con,llama-3.1-8b
gun-control,con,10,75pro,llama-3.1-8b
gun-control,con,35,all,llama-3.1-8b
gun-control,con,108,con,llama-3.1-8b
gun-control,con,30,neither,llama-3.1-8b
gun-control,pro,91,75con,llama-3.1-8b
gun-control,pro,170,75pro,llama-3.1-8b
gun-control,pro,145,all,llama-3.1-8b
gun-control,pro,72,con,llama-3.1-8b
gun-control,pro,60,neither,llama-3.1-8b
gun-control,pro,180,pro,llama-3.1-8b
historical-statue-removal,con,85,75con,llama-3.1-8b
historical-statue-removal,con,2,75pro,llama-3.1-8b
historical-statue-removal,con,28,all,llama-3.1-8b
historical-statue-removal,con,143,con,llama-3.1-8b
historical-statue-removal,con,30,neither,llama-3.1-8b
historical-statue-removal,pro,95,75con,llama-3.1-8b
historical-statue-removal,pro,178,75pro,llama-3.1-8b
historical-statue-removal,pro,152,all,llama-3.1-8b
historical-statue-removal,pro,37,con,llama-3.1-8b
historical-statue-removal,pro,60,neither,llama-3.1-8b
historical-statue-removal,pro,180,pro,llama-3.1-8b
homelessness,con,131,75con,llama-3.1-8b
homelessness,con,40,75pro,llama-3.1-8b
homelessness,con,42,all,llama-3.1-8b
homelessness,con,157,con,llama-3.1-8b
homelessness,pro,49,75con,llama-3.1-8b
homelessness,pro,140,75pro,llama-3.1-8b
homelessness,pro,138,all,llama-3.1-8b
homelessness,pro,23,con,llama-3.1-8b
homelessness,pro,90,neither,llama-3.1-8b
homelessness,pro,180,pro,llama-3.1-8b
homework,con,118,75con,llama-3.1-8b
homework,con,20,75pro,llama-3.1-8b
homework,con,87,all,llama-3.1-8b
homework,con,180,con,llama-3.1-8b
homework,con,15,neither,llama-3.1-8b
homework,pro,62,75con,llama-3.1-8b
homework,pro,160,75pro,llama-3.1-8b
homework,pro,93,all,llama-3.1-8b
homework,pro,75,neither,llama-3.1-8b
homework,pro,180,pro,llama-3.1-8b
immigration,con,92,75con,llama-3.1-8b
immigration,con,33,75pro,llama-3.1-8b
immigration,con,32,all,llama-3.1-8b
immigration,con,150,con,llama-3.1-8b
immigration,con,15,neither,llama-3.1-8b
immigration,con,30,pro,llama-3.1-8b
immigration,pro,88,75con,llama-3.1-8b
immigration,pro,147,75pro,llama-3.1-8b
immigration,pro,148,all,llama-3.1-8b
immigration,pro,30,con,llama-3.1-8b
immigration,pro,75,neither,llama-3.1-8b
immigration,pro,150,pro,llama-3.1-8b
insider-trading-by-congress,con,152,75con,llama-3.1-8b
insider-trading-by-congress,con,59,75pro,llama-3.1-8b
insider-trading-by-congress,con,127,all,llama-3.1-8b
insider-trading-by-congress,con,171,con,llama-3.1-8b
insider-trading-by-congress,con,60,neither,llama-3.1-8b
insider-trading-by-congress,con,54,pro,llama-3.1-8b
insider-trading-by-congress,pro,28,75con,llama-3.1-8b
insider-trading-by-congress,pro,121,75pro,llama-3.1-8b
insider-trading-by-congress,pro,53,all,llama-3.1-8b
insider-trading-by-congress,pro,9,con,llama-3.1-8b
insider-trading-by-congress,pro,30,neither,llama-3.1-8b
insider-trading-by-congress,pro,126,pro,llama-3.1-8b
internet,con,138,75con,llama-3.1-8b
internet,con,61,75pro,llama-3.1-8b
internet,con,101,all,llama-3.1-8b
internet,con,159,con,llama-3.1-8b
internet,con,75,neither,llama-3.1-8b
